AnimalID,mixed,hairtype
A667300,1,otherhair
A667302,1,otherhair
A667307,1,shorthair
A667308,1,shorthair
A667311,1,otherhair
A667313,1,otherhair
A667316,1,otherhair
A667317,1,otherhair
A667318,1,otherhair
A667319,1,otherhair
A667320,1,shorthair
A667323,1,shorthair
A667324,1,shorthair
A667325,1,shorthair
A667327,1,otherhair
A667328,1,shorthair
A667329,1,shorthair
A667331,1,shorthair
A667332,1,shorthair
A667333,1,otherhair
A667335,1,shorthair
A667337,1,shorthair
A667338,1,shorthair
A667344,1,longhair
A667345,1,longhair
A667346,1,shorthair
A667353,1,otherhair
A667354,1,shorthair
A667355,1,otherhair
A667356,1,otherhair
A667357,1,shorthair
A667358,1,otherhair
A667363,1,otherhair
A667364,1,otherhair
A667365,1,shorthair
A667366,1,shorthair
A667372,1,otherhair
A667374,1,shorthair
A667378,1,otherhair
A667383,1,otherhair
A667384,1,otherhair
A667386,1,shorthair
A667387,1,otherhair
A667388,1,longhair
A667390,1,shorthair
A667391,1,otherhair
A667395,0,otherhair
A667397,0,shorthair
A667398,1,shorthair
A667400,1,shorthair
A667401,1,shorthair
A667404,1,otherhair
A667405,1,otherhair
A667406,1,shorthair
A667407,1,shorthair
A667409,1,otherhair
A667413,1,otherhair
A667414,1,shorthair
A667415,1,otherhair
A667420,1,otherhair
A667421,1,otherhair
A667422,1,otherhair
A667424,1,otherhair
A667426,1,shorthair
A667431,0,otherhair
A667432,1,shorthair
A667434,0,otherhair
A667439,1,otherhair
A667448,1,otherhair
A667452,1,longhair
A667455,1,shorthair
A667456,1,shorthair
A667458,1,otherhair
A667459,1,otherhair
A667460,1,shorthair
A667461,1,shorthair
A667464,1,otherhair
A667467,1,otherhair
A667468,0,otherhair
A667469,1,otherhair
A667472,1,otherhair
A667474,1,otherhair
A667475,1,shorthair
A667487,1,otherhair
A667496,1,shorthair
A667497,1,shorthair
A667498,1,shorthair
A667499,1,shorthair
A667505,1,shorthair
A667507,1,shorthair
A667508,1,shorthair
A667513,1,otherhair
A667516,1,otherhair
A667518,1,shorthair
A667520,1,otherhair
A667521,1,otherhair
A667523,1,otherhair
A667525,0,otherhair
A667526,1,shorthair
A667532,1,otherhair
A667537,1,otherhair
A667538,1,shorthair
A667543,1,otherhair
A667544,1,shorthair
A667545,1,otherhair
A667549,0,otherhair
A667550,1,otherhair
A667557,1,otherhair
A667558,1,otherhair
A667576,1,shorthair
A667578,1,otherhair
A667579,1,shorthair
A667589,1,shorthair
A667591,1,otherhair
A667593,1,otherhair
A667596,1,otherhair
A667597,1,otherhair
A667599,1,otherhair
A667600,1,otherhair
A667606,1,shorthair
A667607,1,shorthair
A667613,1,otherhair
A667616,1,otherhair
A667624,1,shorthair
A667625,1,shorthair
A667626,1,shorthair
A667632,1,otherhair
A667633,1,shorthair
A667635,1,otherhair
A667654,1,otherhair
A667657,1,otherhair
A667658,1,otherhair
A667662,1,otherhair
A667667,1,otherhair
A667689,1,otherhair
A667718,1,shorthair
A667719,1,shorthair
A667721,1,otherhair
A667723,1,otherhair
A667724,1,otherhair
A667726,1,otherhair
A667732,1,otherhair
A667748,1,otherhair
A667750,1,shorthair
A667753,1,shorthair
A667754,0,shorthair
A667755,1,longhair
A667756,1,otherhair
A667765,1,otherhair
A667766,1,shorthair
A667769,1,shorthair
A667770,1,otherhair
A667776,1,otherhair
A667777,1,otherhair
A667787,1,otherhair
A667788,1,shorthair
A667789,1,shorthair
A667792,1,otherhair
A667794,1,shorthair
A667795,1,otherhair
A667798,1,otherhair
A667799,1,shorthair
A667803,1,otherhair
A667811,0,otherhair
A667812,1,shorthair
A667813,1,shorthair
A667815,1,shorthair
A667816,1,shorthair
A667822,1,otherhair
A667827,1,shorthair
A667828,1,shorthair
A667830,1,otherhair
A667831,1,shorthair
A667836,1,otherhair
A667837,1,otherhair
A667842,1,otherhair
A667843,1,shorthair
A667844,1,shorthair
A667846,1,otherhair
A667847,1,otherhair
A667850,1,shorthair
A667851,1,shorthair
A667853,1,otherhair
A667859,1,shorthair
A667861,1,otherhair
A667863,1,shorthair
A667873,1,shorthair
A667874,1,otherhair
A667876,1,shorthair
A667879,1,shorthair
A667881,1,otherhair
A667882,1,otherhair
A667883,1,otherhair
A667884,0,otherhair
A667887,1,shorthair
A667888,1,shorthair
A667889,1,otherhair
A667891,1,shorthair
A667892,1,otherhair
A667897,1,otherhair
A667898,0,shorthair
A667901,1,shorthair
A667902,1,otherhair
A667903,1,otherhair
A667909,1,shorthair
A667910,1,otherhair
A667914,1,shorthair
A667915,1,shorthair
A667916,1,otherhair
A667917,1,shorthair
A667919,1,otherhair
A667920,1,otherhair
A667922,1,otherhair
A667923,1,otherhair
A667927,1,otherhair
A667928,1,otherhair
A667929,1,otherhair
A667930,1,otherhair
A667933,1,otherhair
A667934,0,otherhair
A667935,1,longhair
A667936,1,otherhair
A667938,1,otherhair
A667940,1,otherhair
A667942,1,otherhair
A667943,0,otherhair
A667950,1,otherhair
A667951,1,shorthair
A667954,1,otherhair
A667955,1,otherhair
A667958,1,otherhair
A667959,1,otherhair
A667960,1,shorthair
A667962,1,otherhair
A667963,1,longhair
A667967,1,shorthair
A667968,1,shorthair
A667969,1,otherhair
A667970,1,otherhair
A667976,1,otherhair
A667984,1,shorthair
A667990,1,otherhair
A667995,1,otherhair
A667996,0,otherhair
A667998,1,otherhair
A668000,1,otherhair
A668001,1,otherhair
A668003,1,otherhair
A668004,0,otherhair
A668005,1,otherhair
A668006,1,shorthair
A668007,1,shorthair
A668009,1,shorthair
A668012,1,shorthair
A668013,1,otherhair
A668014,1,otherhair
A668015,1,otherhair
A668017,1,shorthair
A668019,1,shorthair
A668021,1,otherhair
A668030,1,otherhair
A668031,0,otherhair
A668042,1,otherhair
A668045,1,otherhair
A668048,1,shorthair
A668051,1,shorthair
A668056,1,shorthair
A668058,1,otherhair
A668065,1,otherhair
A668066,0,otherhair
A668078,1,shorthair
A668083,0,otherhair
A668084,1,otherhair
A668086,1,shorthair
A668088,1,shorthair
A668094,1,otherhair
A668098,1,otherhair
A668100,1,otherhair
A668103,1,otherhair
A668107,1,otherhair
A668108,1,shorthair
A668122,0,otherhair
A668124,1,otherhair
A668125,1,otherhair
A668127,0,otherhair
A668131,1,otherhair
A668132,1,otherhair
A668133,1,otherhair
A668136,1,otherhair
A668137,1,otherhair
A668138,1,otherhair
A668139,1,otherhair
A668141,1,otherhair
A668142,1,otherhair
A668149,1,shorthair
A668150,1,otherhair
A668151,1,otherhair
A668153,0,otherhair
A668158,1,otherhair
A668160,1,otherhair
A668161,1,otherhair
A668165,1,otherhair
A668166,1,otherhair
A668173,0,otherhair
A668174,0,otherhair
A668179,1,otherhair
A668180,1,otherhair
A668183,1,otherhair
A668184,1,otherhair
A668187,1,otherhair
A668189,1,shorthair
A668190,1,shorthair
A668195,1,otherhair
A668198,1,otherhair
A668199,1,otherhair
A668200,1,otherhair
A668202,1,otherhair
A668204,1,otherhair
A668206,1,shorthair
A668209,1,longhair
A668214,1,otherhair
A668216,1,shorthair
A668217,1,shorthair
A668218,1,shorthair
A668220,1,otherhair
A668221,1,otherhair
A668222,1,otherhair
A668223,1,otherhair
A668224,1,otherhair
A668229,1,otherhair
A668231,0,shorthair
A668232,0,shorthair
A668233,0,otherhair
A668234,0,shorthair
A668238,1,otherhair
A668245,0,otherhair
A668246,1,otherhair
A668251,1,shorthair
A668253,1,otherhair
A668254,1,otherhair
A668255,1,otherhair
A668259,1,otherhair
A668260,0,otherhair
A668269,1,otherhair
A668270,1,shorthair
A668271,1,shorthair
A668272,1,otherhair
A668273,1,shorthair
A668274,1,shorthair
A668275,1,shorthair
A668276,1,shorthair
A668280,1,shorthair
A668286,1,shorthair
A668289,1,otherhair
A668290,1,longhair
A668293,1,longhair
A668295,1,shorthair
A668297,1,shorthair
A668300,1,shorthair
A668301,1,otherhair
A668304,1,otherhair
A668307,1,otherhair
A668311,1,shorthair
A668312,1,otherhair
A668315,1,shorthair
A668316,0,otherhair
A668317,1,shorthair
A668318,1,otherhair
A668319,1,shorthair
A668322,1,otherhair
A668324,1,otherhair
A668325,0,otherhair
A668326,1,shorthair
A668327,1,shorthair
A668328,1,shorthair
A668331,1,otherhair
A668333,1,otherhair
A668335,1,otherhair
A668336,1,otherhair
A668337,1,otherhair
A668341,1,shorthair
A668342,1,shorthair
A668343,1,otherhair
A668344,1,shorthair
A668345,1,shorthair
A668347,1,otherhair
A668348,1,otherhair
A668350,1,otherhair
A668351,1,shorthair
A668353,1,otherhair
A668357,1,otherhair
A668358,1,shorthair
A668361,1,shorthair
A668362,1,shorthair
A668364,1,otherhair
A668365,1,otherhair
A668371,1,otherhair
A668372,1,otherhair
A668374,1,shorthair
A668375,1,shorthair
A668381,1,otherhair
A668384,1,otherhair
A668386,1,shorthair
A668387,1,shorthair
A668388,1,shorthair
A668389,1,shorthair
A668392,1,otherhair
A668393,1,longhair
A668394,1,otherhair
A668396,1,otherhair
A668400,0,otherhair
A668402,1,shorthair
A668405,1,shorthair
A668406,1,shorthair
A668408,1,shorthair
A668416,1,otherhair
A668417,1,otherhair
A668421,1,otherhair
A668423,1,otherhair
A668426,1,otherhair
A668433,1,otherhair
A668438,1,otherhair
A668440,1,otherhair
A668441,1,otherhair
A668442,1,otherhair
A668449,1,otherhair
A668452,0,otherhair
A668453,1,otherhair
A668455,1,otherhair
A668457,1,otherhair
A668465,1,otherhair
A668471,1,shorthair
A668472,1,shorthair
A668474,1,shorthair
A668476,1,otherhair
A668477,1,shorthair
A668479,1,shorthair
A668480,1,shorthair
A668484,1,shorthair
A668486,1,otherhair
A668487,1,otherhair
A668488,1,shorthair
A668489,1,otherhair
A668490,1,shorthair
A668491,1,shorthair
A668493,1,otherhair
A668495,1,otherhair
A668499,1,shorthair
A668501,1,otherhair
A668503,1,shorthair
A668505,1,shorthair
A668506,0,otherhair
A668507,0,shorthair
A668509,1,shorthair
A668515,0,otherhair
A668517,0,otherhair
A668522,1,shorthair
A668524,0,shorthair
A668526,1,shorthair
A668527,1,shorthair
A668528,0,shorthair
A668530,1,otherhair
A668531,1,otherhair
A668532,1,otherhair
A668533,1,otherhair
A668534,1,otherhair
A668535,1,otherhair
A668537,1,otherhair
A668539,1,shorthair
A668540,1,otherhair
A668542,1,shorthair
A668543,1,otherhair
A668545,1,shorthair
A668546,1,otherhair
A668548,1,otherhair
A668551,1,otherhair
A668552,1,shorthair
A668553,1,otherhair
A668560,1,shorthair
A668562,1,shorthair
A668563,1,shorthair
A668564,1,shorthair
A668566,1,shorthair
A668567,1,shorthair
A668569,1,otherhair
A668574,1,otherhair
A668575,1,shorthair
A668579,1,shorthair
A668580,1,shorthair
A668581,1,shorthair
A668582,1,shorthair
A668585,1,otherhair
A668588,1,otherhair
A668591,1,shorthair
A668592,1,shorthair
A668593,1,otherhair
A668594,1,shorthair
A668595,1,shorthair
A668596,1,shorthair
A668597,1,otherhair
A668598,1,otherhair
A668600,1,otherhair
A668601,1,otherhair
A668602,1,otherhair
A668607,1,shorthair
A668610,1,otherhair
A668614,1,otherhair
A668615,1,otherhair
A668623,1,otherhair
A668624,1,otherhair
A668626,1,otherhair
A668627,1,shorthair
A668629,1,longhair
A668631,1,otherhair
A668632,1,otherhair
A668633,1,shorthair
A668634,1,otherhair
A668636,1,otherhair
A668637,1,otherhair
A668644,1,shorthair
A668646,1,shorthair
A668653,1,shorthair
A668654,1,shorthair
A668656,1,otherhair
A668658,1,otherhair
A668659,1,otherhair
A668660,1,shorthair
A668661,1,shorthair
A668662,1,shorthair
A668668,1,otherhair
A668671,1,shorthair
A668674,1,otherhair
A668677,1,shorthair
A668679,1,shorthair
A668681,1,shorthair
A668685,1,shorthair
A668686,1,shorthair
A668688,1,shorthair
A668689,1,otherhair
A668691,1,otherhair
A668692,1,otherhair
A668694,1,shorthair
A668695,1,otherhair
A668697,1,otherhair
A668701,1,shorthair
A668702,1,shorthair
A668703,1,shorthair
A668706,1,shorthair
A668707,1,otherhair
A668708,1,shorthair
A668711,1,shorthair
A668712,1,shorthair
A668714,1,shorthair
A668715,1,otherhair
A668716,1,otherhair
A668717,1,otherhair
A668719,1,shorthair
A668720,1,shorthair
A668721,1,otherhair
A668726,1,shorthair
A668729,1,otherhair
A668732,1,shorthair
A668733,1,otherhair
A668734,1,otherhair
A668735,1,otherhair
A668737,1,otherhair
A668741,1,otherhair
A668742,1,otherhair
A668745,1,otherhair
A668746,1,otherhair
A668748,1,shorthair
A668749,1,shorthair
A668750,1,otherhair
A668752,1,otherhair
A668753,1,otherhair
A668755,1,shorthair
A668759,0,otherhair
A668765,1,otherhair
A668766,1,otherhair
A668771,1,shorthair
A668772,1,otherhair
A668777,1,shorthair
A668778,1,otherhair
A668779,0,shorthair
A668781,1,otherhair
A668784,1,otherhair
A668785,1,longhair
A668786,0,otherhair
A668787,1,otherhair
A668788,1,otherhair
A668789,1,shorthair
A668790,1,otherhair
A668791,0,otherhair
A668799,1,otherhair
A668800,1,otherhair
A668801,1,otherhair
A668803,1,otherhair
A668806,1,otherhair
A668808,1,shorthair
A668809,1,shorthair
A668814,1,otherhair
A668816,1,otherhair
A668819,1,shorthair
A668822,1,shorthair
A668824,1,shorthair
A668827,1,otherhair
A668829,1,otherhair
A668844,1,shorthair
A668861,1,otherhair
A668863,1,otherhair
A668864,1,otherhair
A668866,1,otherhair
A668869,1,shorthair
A668873,1,otherhair
A668875,1,otherhair
A668876,1,otherhair
A668877,1,otherhair
A668881,1,otherhair
A668882,1,shorthair
A668890,1,otherhair
A668893,1,otherhair
A668894,1,otherhair
A668895,1,otherhair
A668896,1,shorthair
A668897,1,otherhair
A668898,1,otherhair
A668901,1,otherhair
A668905,1,otherhair
A668906,1,otherhair
A668907,1,otherhair
A668909,1,otherhair
A668911,1,shorthair
A668912,1,otherhair
A668919,1,otherhair
A668921,0,otherhair
A668923,1,otherhair
A668925,1,otherhair
A668933,1,otherhair
A668937,1,otherhair
A668945,1,shorthair
A668946,1,shorthair
A668947,1,shorthair
A668948,1,shorthair
A668949,1,shorthair
A668954,1,shorthair
A668961,1,otherhair
A668964,1,otherhair
A668970,1,otherhair
A668971,1,otherhair
A668980,1,otherhair
A668981,1,shorthair
A668988,1,otherhair
A668995,1,longhair
A669000,1,otherhair
A669002,1,otherhair
A669003,0,otherhair
A669006,1,longhair
A669007,1,longhair
A669009,1,otherhair
A669011,1,otherhair
A669012,1,otherhair
A669013,1,shorthair
A669014,1,shorthair
A669021,1,otherhair
A669041,1,otherhair
A669042,1,shorthair
A669043,1,shorthair
A669044,1,shorthair
A669045,1,otherhair
A669046,1,otherhair
A669053,1,otherhair
A669054,1,shorthair
A669060,1,shorthair
A669063,1,shorthair
A669065,1,shorthair
A669067,1,otherhair
A669068,1,otherhair
A669070,1,otherhair
A669074,1,shorthair
A669075,1,shorthair
A669076,1,shorthair
A669077,1,shorthair
A669079,1,otherhair
A669080,1,otherhair
A669082,0,otherhair
A669084,1,otherhair
A669090,1,otherhair
A669091,0,otherhair
A669095,0,otherhair
A669097,1,otherhair
A669101,1,otherhair
A669102,1,otherhair
A669103,1,otherhair
A669105,1,otherhair
A669106,1,shorthair
A669108,1,otherhair
A669110,1,otherhair
A669111,1,otherhair
A669113,1,shorthair
A669114,1,shorthair
A669115,1,shorthair
A669116,1,otherhair
A669119,1,otherhair
A669120,1,otherhair
A669123,1,otherhair
A669124,1,otherhair
A669126,1,otherhair
A669127,1,shorthair
A669128,1,shorthair
A669131,1,otherhair
A669132,1,otherhair
A669133,1,otherhair
A669135,1,shorthair
A669138,1,shorthair
A669139,1,shorthair
A669140,1,shorthair
A669142,1,shorthair
A669144,1,longhair
A669145,1,longhair
A669146,1,otherhair
A669147,1,otherhair
A669148,1,shorthair
A669149,1,otherhair
A669151,1,otherhair
A669153,1,otherhair
A669154,1,otherhair
A669159,1,shorthair
A669160,1,shorthair
A669162,1,otherhair
A669164,1,otherhair
A669165,1,otherhair
A669168,1,shorthair
A669170,1,shorthair
A669173,0,otherhair
A669174,1,otherhair
A669176,1,shorthair
A669177,1,otherhair
A669178,1,otherhair
A669179,1,otherhair
A669181,1,otherhair
A669183,1,otherhair
A669185,1,otherhair
A669187,1,shorthair
A669191,1,otherhair
A669193,1,otherhair
A669198,1,otherhair
A669202,1,otherhair
A669208,1,shorthair
A669210,1,shorthair
A669211,1,shorthair
A669212,1,shorthair
A669217,1,otherhair
A669220,1,otherhair
A669221,1,otherhair
A669224,1,otherhair
A669228,1,shorthair
A669231,1,longhair
A669232,1,shorthair
A669235,1,otherhair
A669239,1,otherhair
A669240,1,otherhair
A669241,1,shorthair
A669245,1,otherhair
A669246,1,shorthair
A669252,1,otherhair
A669264,1,otherhair
A669267,1,otherhair
A669268,1,otherhair
A669269,1,otherhair
A669270,1,otherhair
A669271,1,otherhair
A669272,1,otherhair
A669274,1,otherhair
A669275,1,shorthair
A669276,1,shorthair
A669277,1,otherhair
A669280,1,otherhair
A669281,1,otherhair
A669284,1,otherhair
A669292,1,shorthair
A669293,1,otherhair
A669295,1,otherhair
A669296,1,shorthair
A669297,1,shorthair
A669298,1,shorthair
A669299,1,shorthair
A669305,1,shorthair
A669306,1,otherhair
A669307,1,shorthair
A669308,1,otherhair
A669309,1,otherhair
A669312,1,otherhair
A669324,1,otherhair
A669328,1,otherhair
A669329,1,otherhair
A669338,1,otherhair
A669347,1,otherhair
A669362,1,shorthair
A669365,1,otherhair
A669366,1,otherhair
A669367,1,shorthair
A669368,1,otherhair
A669369,1,otherhair
A669370,1,otherhair
A669371,1,otherhair
A669372,1,otherhair
A669375,0,otherhair
A669376,1,shorthair
A669381,1,otherhair
A669384,1,otherhair
A669386,1,otherhair
A669391,1,otherhair
A669393,1,otherhair
A669394,1,shorthair
A669397,1,shorthair
A669398,1,otherhair
A669399,1,otherhair
A669403,1,shorthair
A669405,1,otherhair
A669406,1,shorthair
A669409,1,shorthair
A669411,1,shorthair
A669413,1,shorthair
A669416,1,otherhair
A669418,1,shorthair
A669422,1,otherhair
A669424,1,otherhair
A669433,1,shorthair
A669435,1,otherhair
A669444,1,otherhair
A669445,1,shorthair
A669449,0,otherhair
A669450,1,shorthair
A669455,1,otherhair
A669456,1,otherhair
A669457,1,otherhair
A669458,1,otherhair
A669459,1,shorthair
A669460,1,otherhair
A669461,1,otherhair
A669463,1,shorthair
A669467,1,shorthair
A669468,1,otherhair
A669469,1,otherhair
A669470,1,otherhair
A669471,1,otherhair
A669472,1,otherhair
A669474,1,otherhair
A669477,1,otherhair
A669478,1,shorthair
A669479,1,shorthair
A669482,1,shorthair
A669483,1,otherhair
A669485,1,otherhair
A669487,1,otherhair
A669488,1,shorthair
A669490,1,longhair
A669494,1,otherhair
A669497,1,shorthair
A669498,1,otherhair
A669504,1,otherhair
A669506,1,otherhair
A669507,1,shorthair
A669508,1,otherhair
A669510,1,otherhair
A669511,1,shorthair
A669513,1,otherhair
A669533,1,otherhair
A669534,1,shorthair
A669535,1,otherhair
A669537,1,otherhair
A669538,0,otherhair
A669539,1,otherhair
A669540,1,otherhair
A669542,1,otherhair
A669543,1,otherhair
A669544,1,otherhair
A669545,1,otherhair
A669547,1,shorthair
A669549,1,shorthair
A669550,1,shorthair
A669552,1,otherhair
A669557,0,otherhair
A669561,1,otherhair
A669562,1,otherhair
A669563,1,otherhair
A669567,1,shorthair
A669568,1,otherhair
A669569,1,otherhair
A669576,1,shorthair
A669579,1,shorthair
A669580,1,otherhair
A669581,1,shorthair
A669583,1,otherhair
A669585,1,shorthair
A669590,1,longhair
A669591,1,shorthair
A669593,1,otherhair
A669595,1,longhair
A669596,1,shorthair
A669598,1,shorthair
A669599,1,otherhair
A669600,1,otherhair
A669601,1,shorthair
A669602,1,shorthair
A669604,1,otherhair
A669605,0,otherhair
A669606,1,longhair
A669607,1,longhair
A669609,1,otherhair
A669610,1,otherhair
A669619,1,otherhair
A669638,1,otherhair
A669639,1,otherhair
A669640,1,otherhair
A669641,1,otherhair
A669643,1,otherhair
A669644,1,otherhair
A669647,1,otherhair
A669648,1,shorthair
A669649,1,otherhair
A669651,1,shorthair
A669652,1,shorthair
A669656,1,otherhair
A669657,1,otherhair
A669661,1,otherhair
A669663,1,shorthair
A669680,1,otherhair
A669688,1,otherhair
A669692,1,otherhair
A669694,1,otherhair
A669696,1,otherhair
A669699,1,shorthair
A669702,1,otherhair
A669706,1,otherhair
A669709,1,otherhair
A669710,1,otherhair
A669712,1,otherhair
A669715,0,otherhair
A669718,1,otherhair
A669719,1,shorthair
A669723,1,shorthair
A669724,1,otherhair
A669725,0,shorthair
A669728,1,longhair
A669731,1,otherhair
A669733,1,shorthair
A669734,1,shorthair
A669735,1,shorthair
A669736,1,shorthair
A669737,1,shorthair
A669745,1,shorthair
A669746,1,otherhair
A669749,1,otherhair
A669750,1,shorthair
A669751,1,shorthair
A669752,1,shorthair
A669754,1,shorthair
A669758,1,otherhair
A669759,1,otherhair
A669760,1,otherhair
A669761,1,otherhair
A669765,1,otherhair
A669767,1,otherhair
A669768,1,otherhair
A669769,1,otherhair
A669773,1,otherhair
A669781,1,otherhair
A669782,1,otherhair
A669783,1,otherhair
A669785,1,shorthair
A669786,1,shorthair
A669788,0,otherhair
A669789,1,otherhair
A669791,1,shorthair
A669792,1,shorthair
A669795,1,otherhair
A669798,1,otherhair
A669800,1,shorthair
A669802,1,otherhair
A669806,1,otherhair
A669808,1,shorthair
A669812,1,otherhair
A669814,1,shorthair
A669817,1,shorthair
A669824,1,otherhair
A669829,1,otherhair
A669832,1,otherhair
A669833,1,otherhair
A669834,1,otherhair
A669835,1,longhair
A669837,1,shorthair
A669839,1,otherhair
A669842,1,otherhair
A669843,1,otherhair
A669845,1,otherhair
A669846,1,otherhair
A669847,1,otherhair
A669848,1,shorthair
A669849,1,shorthair
A669851,1,shorthair
A669853,1,otherhair
A669858,1,shorthair
A669859,1,otherhair
A669860,1,shorthair
A669861,1,shorthair
A669863,1,otherhair
A669870,1,otherhair
A669871,1,otherhair
A669874,1,shorthair
A669875,1,otherhair
A669876,1,shorthair
A669878,1,otherhair
A669880,1,longhair
A669881,0,otherhair
A669882,1,otherhair
A669883,1,otherhair
A669884,1,shorthair
A669886,1,otherhair
A669887,1,otherhair
A669888,1,otherhair
A669889,0,otherhair
A669893,0,otherhair
A669894,1,otherhair
A669895,1,otherhair
A669896,1,otherhair
A669897,1,otherhair
A669898,1,otherhair
A669899,1,otherhair
A669900,1,otherhair
A669902,1,shorthair
A669908,1,otherhair
A669909,1,otherhair
A669910,1,otherhair
A669912,1,otherhair
A669913,1,shorthair
A669914,1,otherhair
A669915,1,otherhair
A669917,1,shorthair
A669918,1,otherhair
A669920,1,otherhair
A669924,1,otherhair
A669925,1,shorthair
A669926,1,otherhair
A669927,1,shorthair
A669929,1,shorthair
A669930,1,otherhair
A669931,1,otherhair
A669934,1,otherhair
A669936,1,shorthair
A669940,1,otherhair
A669942,1,otherhair
A669943,0,otherhair
A669948,1,shorthair
A669949,1,otherhair
A669953,1,otherhair
A669960,1,otherhair
A669961,1,otherhair
A669967,1,shorthair
A669970,1,otherhair
A669971,1,otherhair
A669973,1,otherhair
A669974,1,otherhair
A669976,1,otherhair
A669977,1,otherhair
A669978,1,otherhair
A669979,1,otherhair
A669980,1,shorthair
A669981,1,otherhair
A669982,1,shorthair
A669983,1,otherhair
A669984,1,otherhair
A669985,1,otherhair
A669992,1,otherhair
A669995,1,longhair
A669996,1,shorthair
A670000,1,shorthair
A670002,1,otherhair
A670003,1,shorthair
A670005,1,otherhair
A670006,1,shorthair
A670009,1,otherhair
A670013,1,otherhair
A670018,1,otherhair
A670021,1,otherhair
A670032,1,otherhair
A670035,1,otherhair
A670038,1,otherhair
A670041,1,otherhair
A670044,1,shorthair
A670046,0,otherhair
A670054,1,shorthair
A670055,1,shorthair
A670057,1,otherhair
A670059,0,otherhair
A670064,1,otherhair
A670065,1,otherhair
A670068,1,otherhair
A670070,1,shorthair
A670075,1,otherhair
A670076,1,otherhair
A670077,1,otherhair
A670078,1,shorthair
A670081,1,otherhair
A670083,1,otherhair
A670084,1,otherhair
A670085,1,longhair
A670086,0,otherhair
A670087,1,otherhair
A670088,1,otherhair
A670090,1,otherhair
A670091,1,otherhair
A670092,1,shorthair
A670093,1,otherhair
A670094,1,otherhair
A670095,1,otherhair
A670113,1,otherhair
A670114,1,otherhair
A670116,0,otherhair
A670120,1,otherhair
A670121,1,otherhair
A670122,1,longhair
A670123,1,shorthair
A670125,1,otherhair
A670126,1,shorthair
A670127,1,shorthair
A670130,1,longhair
A670135,1,shorthair
A670136,1,otherhair
A670137,1,longhair
A670148,1,otherhair
A670151,1,otherhair
A670153,1,otherhair
A670155,1,otherhair
A670161,1,shorthair
A670165,1,otherhair
A670166,1,otherhair
A670171,0,otherhair
A670172,1,shorthair
A670173,1,shorthair
A670174,1,otherhair
A670180,1,otherhair
A670181,1,shorthair
A670184,1,otherhair
A670185,1,otherhair
A670191,1,otherhair
A670195,1,shorthair
A670197,1,otherhair
A670198,1,otherhair
A670199,1,otherhair
A670203,1,otherhair
A670204,1,shorthair
A670205,1,otherhair
A670206,1,otherhair
A670208,1,otherhair
A670209,1,otherhair
A670212,1,otherhair
A670213,1,otherhair
A670215,1,otherhair
A670224,1,shorthair
A670226,1,otherhair
A670230,1,otherhair
A670233,1,otherhair
A670235,1,otherhair
A670236,1,otherhair
A670238,1,otherhair
A670239,1,otherhair
A670243,1,otherhair
A670244,1,otherhair
A670246,1,otherhair
A670248,1,shorthair
A670249,1,shorthair
A670250,1,shorthair
A670251,1,shorthair
A670253,1,otherhair
A670254,1,otherhair
A670257,1,longhair
A670258,0,otherhair
A670259,1,otherhair
A670260,1,otherhair
A670262,1,otherhair
A670264,1,otherhair
A670267,1,otherhair
A670269,1,otherhair
A670271,1,shorthair
A670272,1,otherhair
A670273,1,otherhair
A670279,1,otherhair
A670285,1,otherhair
A670286,0,otherhair
A670287,1,shorthair
A670291,1,shorthair
A670294,1,otherhair
A670300,1,shorthair
A670301,1,otherhair
A670305,1,otherhair
A670307,1,otherhair
A670308,1,longhair
A670309,1,shorthair
A670310,1,longhair
A670311,1,shorthair
A670313,1,otherhair
A670317,1,otherhair
A670319,1,otherhair
A670320,1,shorthair
A670326,1,shorthair
A670327,1,longhair
A670328,1,otherhair
A670329,1,shorthair
A670330,1,otherhair
A670331,1,otherhair
A670333,1,shorthair
A670334,1,shorthair
A670342,1,otherhair
A670347,0,otherhair
A670349,0,otherhair
A670355,1,shorthair
A670356,1,shorthair
A670357,1,shorthair
A670358,1,shorthair
A670359,1,shorthair
A670361,1,otherhair
A670379,1,longhair
A670383,1,shorthair
A670385,1,otherhair
A670386,1,shorthair
A670388,1,shorthair
A670390,1,otherhair
A670391,1,otherhair
A670392,1,otherhair
A670395,1,otherhair
A670396,1,shorthair
A670398,1,shorthair
A670400,1,otherhair
A670405,1,shorthair
A670407,1,otherhair
A670409,1,otherhair
A670416,1,otherhair
A670417,1,otherhair
A670418,1,shorthair
A670419,1,shorthair
A670420,1,shorthair
A670421,0,otherhair
A670422,1,shorthair
A670432,1,otherhair
A670433,1,otherhair
A670436,1,otherhair
A670437,1,otherhair
A670439,1,otherhair
A670441,0,otherhair
A670442,1,shorthair
A670443,1,otherhair
A670444,1,otherhair
A670448,1,otherhair
A670449,1,otherhair
A670453,1,otherhair
A670459,1,shorthair
A670461,1,shorthair
A670462,1,shorthair
A670463,1,shorthair
A670473,1,otherhair
A670474,1,shorthair
A670475,1,otherhair
A670476,1,otherhair
A670480,1,otherhair
A670484,1,otherhair
A670485,1,otherhair
A670486,1,longhair
A670487,0,shorthair
A670489,1,otherhair
A670490,1,otherhair
A670491,1,otherhair
A670492,1,otherhair
A670494,1,otherhair
