"AnimalID","Life_Stage"
"A713018","baby"
"A675673","teenage"
"A716144","baby"
"A709042","baby"
"A716897","baby"
"A669211","teenage"
"A715209","baby"
"A695981","teenage"
"A683776","baby"
"A696482","baby"
"A666263","baby"
"A666864","baby"
"A713795","baby"
"A710635","baby"
"A691820","teenage"
"A671134","baby"
"A713592","teenage"
"A711995","baby"
"A677110","baby"
"A713865","baby"
"A670329","baby"
"A675866","baby"
"A685201","infant"
"A713920","baby"
"A713107","teenage"
"A687597","baby"
"A667268","teenage"
"A684694","baby"
"A677917","baby"
"A670610","teenage"
"A680243","infant"
"A701372","infant"
"A706090","infant"
"A672230","teenage"
"A685573","baby"
"A661851","baby"
"A712725","adult"
"A700188","senior"
"A670612","adult"
"A631781","senior"
"A676182","adult"
"A694172","baby"
"A692323","infant"
"A693010","infant"
"A672265","baby"
"A670379","adult"
"A719527","baby"
"A705019","baby"
"A674781","adult"
"A670272","senior"
"A690906","baby"
"A699238","baby"
"A705730","baby"
"A692390","senior"
"A673914","teenage"
"A710312","infant"
"A642732","baby"
"A702023","baby"
"A718955","baby"
"A349480","senior"
"A685733","baby"
"A719114","baby"
"A707321","baby"
"A687716","baby"
"A649522","teenage"
"A679061","baby"
"A691120","baby"
"A716818","baby"
"A664681","teenage"
"A704840","senior"
"A686939","infant"
"A713341","baby"
"A597754","adult"
"A687458","baby"
"A679917","baby"
"A668543","baby"
"A666962","baby"
"A680140","infant"
"A643536","baby"
"A718689","adult"
"A672075","adult"
"A660209","teenage"
"A664631","baby"
"A702130","baby"
"A707191","teenage"
"A684216","teenage"
"A689247","baby"
"A625626","adult"
"A716236","baby"
"A667356","baby"
"A705005","baby"
"A664953","baby"
"A713267","baby"
"A701357","adult"
"A694211","adult"
"A716075","baby"
"A674267","teenage"
"A659834","baby"
"A688609","baby"
"A618422","teenage"
"A708204","senior"
"A673496","baby"
"A718192","adult"
"A702396","baby"
"A705726","baby"
"A713225","teenage"
"A680719","infant"
"A630031","teenage"
"A675175","baby"
"A714760","teenage"
"A696385","adult"
"A708203","teenage"
"A684795","infant"
"A674387","baby"
"A683943","teenage"
"A700821","teenage"
"A700453","infant"
"A709384","baby"
"A687492","baby"
"A712283","teenage"
"A611682","adult"
"A671124","baby"
"A660051","baby"
"A696151","infant"
"A691429","baby"
"A700239","senior"
"A682212","teenage"
"A682418","baby"
"A672057","teenage"
"A705389","baby"
"A658734","adult"
"A699584","baby"
"A708027","baby"
"A712541","baby"
"A707782","baby"
"A702915","baby"
"A712355","senior"
"A667884","baby"
"A687811","baby"
"A665653","baby"
"A664450","adult"
"A706257","baby"
"A706610","teenage"
"A691586","baby"
"A678115","infant"
"A662880","baby"
"A709342","adult"
"A716675","teenage"
"A690892","baby"
"A716923","baby"
"A711695","adult"
"A703868","infant"
"A718425","baby"
"A678793","baby"
"A719471","teenage"
"A684376","baby"
"A702338","baby"
"A667933","adult"
"A678531","infant"
"A690273","infant"
"A710883","baby"
"A719789","baby"
"A688471","baby"
"A677458","teenage"
"A689871","baby"
"A690235","senior"
"A719445","baby"
"A709238","infant"
"A718024","baby"
"A669600","baby"
"A694590","baby"
"A697567","adult"
"A683025","teenage"
"A685211","baby"
"A619084","teenage"
"A703435","teenage"
"A660357","baby"
"A693578","senior"
"A610772","adult"
"A663886","teenage"
"A672012","baby"
"A718625","baby"
"A696230","baby"
"A623219","teenage"
"A678078","baby"
"A706812","baby"
"A718155","teenage"
"A710608","baby"
"A681080","teenage"
"A681103","adult"
"A692718","adult"
"A718672","baby"
"A700600","senior"
"A684057","senior"
"A682159","infant"
"A706070","infant"
"A706926","baby"
"A697665","baby"
"A716376","infant"
"A690234","baby"
"A701798","infant"
"A714383","baby"
"A687954","teenage"
"A605804","adult"
"A640739","teenage"
"A669967","infant"
"A701801","teenage"
"A709191","baby"
"A697970","teenage"
"A613161","teenage"
"A720819","baby"
"A671503","teenage"
"A694059","adult"
"A688667","baby"
"A698681","baby"
"A717977","teenage"
"A698177","adult"
"A670569","baby"
"A693065","adult"
"A711999","teenage"
"A686209","senior"
"A685967","teenage"
"A675990","adult"
"A718058","adult"
"A702577","teenage"
"A690616","baby"
"A653028","baby"
"A704195","teenage"
"A665611","infant"
"A710324","baby"
"A687503","senior"
"A718749","baby"
"A710185","baby"
"A694472","baby"
"A720697","infant"
"A694152","baby"
"A609229","teenage"
"A681350","baby"
"A688211","teenage"
"A720828","baby"
"A666506","infant"
"A698634","adult"
"A713954","teenage"
"A691879","infant"
"A686603","teenage"
"A674237","teenage"
"A677748","baby"
"A706474","baby"
"A691721","baby"
"A710438","baby"
"A677624","baby"
"A699009","baby"
"A699813","senior"
"A711324","baby"
"A702448","infant"
"A711824","baby"
"A685725","adult"
"A708956","baby"
"A681787","infant"
"A696840","baby"
"A390222","senior"
"A670068","adult"
"A717315","teenage"
"A704987","baby"
"A690064","infant"
"A399552","senior"
"A670326","infant"
"A715368","teenage"
"A702225","baby"
"A690893","senior"
"A707855","adult"
"A666954","baby"
"A699754","teenage"
"A714730","baby"
"A680776","teenage"
"A651119","teenage"
"A703720","infant"
"A706384","baby"
"A649966","teenage"
"A718511","adult"
"A695762","teenage"
"A702873","infant"
"A708095","adult"
"A661838","baby"
"A704880","baby"
"A699364","teenage"
"A685122","infant"
"A685162","infant"
"A703385","baby"
"A695210","baby"
"A666940","baby"
"A642962","teenage"
"A666792","teenage"
"A678539","baby"
"A674736","baby"
"A681770","senior"
"A679939","teenage"
"A654358","adult"
"A661259","baby"
"A698314","teenage"
"A673780","teenage"
"A675181","infant"
"A689468","adult"
"A700096","baby"
"A705214","infant"
"A656708","geriatric"
"A689705","teenage"
"A672743","teenage"
"A687009","infant"
"A631804","adult"
"A554462","adult"
"A676658","teenage"
"A720042","adult"
"A675650","teenage"
"A698067","teenage"
"A675058","baby"
"A717797","teenage"
"A691138","teenage"
"A704409","baby"
"A663805","adult"
"A701874","baby"
"A707178","baby"
"A661614","baby"
"A626966","teenage"
"A719776","adult"
"A699491","teenage"
"A694897","infant"
"A710282","baby"
"A687139","baby"
"A681531","infant"
"A708077","teenage"
"A680743","teenage"
"A719545","baby"
"A707764","baby"
"A677235","adult"
"A710385","adult"
"A719481","infant"
"A680906","baby"
"A702440","baby"
"A685950","baby"
"A668259","baby"
"A666362","adult"
"A697621","baby"
"A671350","teenage"
"A682244","geriatric"
"A704326","baby"
"A675680","teenage"
"A675669","baby"
"A690691","infant"
"A678242","teenage"
"A685779","baby"
"A665201","baby"
"A669416","baby"
"A677465","infant"
"A696524","baby"
"A695626","senior"
"A702649","baby"
"A642317","senior"
"A704947","baby"
"A700574","baby"
"A691075","teenage"
"A694731","adult"
"A701659","infant"
"A712635","teenage"
"A710549","adult"
"A705413","teenage"
"A683837","baby"
"A714276","teenage"
"A683463","infant"
"A707427","teenage"
"A703434","baby"
"A674442","adult"
"A714654","senior"
"A621652","adult"
"A701178","teenage"
"A682952","adult"
"A682217","baby"
"A689758","baby"
"A673106","baby"
"A711118","baby"
"A708341","baby"
"A686546","teenage"
"A705181","infant"
"A685825","baby"
"A663827","baby"
"A664716","teenage"
"A697337","baby"
"A706722","baby"
"A675118","teenage"
"A664558","teenage"
"A707169","teenage"
"A695883","adult"
"A708520","adult"
"A706755","infant"
"A666272","infant"
"A684922","baby"
"A664844","baby"
"A692984","senior"
"A702253","teenage"
"A696381","adult"
"A719185","baby"
"A715514","infant"
"A666373","teenage"
"A663438","adult"
"A683785","baby"
"A699786","teenage"
"A673658","baby"
"A688146","teenage"
"A698701","baby"
"A695689","baby"
"A671135","baby"
"A672142","adult"
"A685729","geriatric"
"A702757","teenage"
"A677546","infant"
"A610401","senior"
"A707343","baby"
"A648872","teenage"
"A708349","infant"
"A686717","baby"
"A706549","infant"
"A685484","baby"
"A661638","adult"
"A700991","baby"
"A692742","baby"
"A670064","baby"
"A672576","teenage"
"A678987","infant"
"A689640","baby"
"A696064","senior"
"A685651","baby"
"A678521","baby"
"A704857","infant"
"A692967","infant"
"A700376","baby"
"A700399","adult"
"A677299","teenage"
"A709580","geriatric"
"A694650","baby"
"A673232","baby"
"A678526","adult"
"A715177","baby"
"A704698","baby"
"A720002","adult"
"A685074","baby"
"A681542","baby"
"A647210","teenage"
"A661036","baby"
"A668597","infant"
"A716033","baby"
"A716761","baby"
"A718520","teenage"
"A685505","baby"
"A687897","adult"
"A690415","baby"
"A676076","adult"
"A697479","baby"
"A711827","baby"
"A715213","baby"
"A690038","teenage"
"A673328","baby"
"A712452","adult"
"A708235","baby"
"A713046","baby"
"A498100","adult"
"A718258","senior"
"A693072","baby"
"A669782","teenage"
"A686293","teenage"
"A690865","baby"
"A704798","baby"
"A706630","baby"
"A673414","adult"
"A687435","baby"
"A681390","baby"
"A679948","baby"
"A720172","baby"
"A693251","adult"
"A674675","infant"
"A702280","baby"
"A687047","senior"
"A665590","teenage"
"A710383","teenage"
"A703179","infant"
"A712629","baby"
"A692367","adult"
"A710780","teenage"
"A708518","teenage"
"A686122","infant"
"A667163","teenage"
"A695273","adult"
"A711074","baby"
"A671096","adult"
"A687345","baby"
"A663966","baby"
"A716676","teenage"
"A673460","baby"
"A666911","baby"
"A715789","baby"
"A679787","baby"
"A608858","adult"
"A695804","teenage"
"A706957","senior"
"A665737","baby"
"A680793","teenage"
"A672170","adult"
"A700089","baby"
"A698556","infant"
"A705776","baby"
"A713334","infant"
"A719023","teenage"
"A690084","baby"
"A689602","infant"
"A715754","infant"
"A686302","teenage"
"A671081","teenage"
"A701366","baby"
"A672598","baby"
"A673779","baby"
"A677957","adult"
"A709908","teenage"
"A683358","baby"
"A678805","senior"
"A685176","baby"
"A688625","baby"
"A711746","senior"
"A700718","baby"
"A647854","baby"
"A715828","adult"
"A708904","baby"
"A707302","teenage"
"A683587","senior"
"A714334","infant"
"A675887","adult"
"A694821","teenage"
"A674770","adult"
"A671868","teenage"
"A711711","infant"
"A670620","senior"
"A667103","senior"
"A678821","infant"
"A709258","baby"
"A667298","teenage"
"A719857","baby"
"A679368","infant"
"A713420","baby"
"A680657","baby"
"A711356","adult"
"A657489","adult"
"A671059","infant"
"A716101","baby"
"A696779","baby"
"A707195","adult"
"A679036","baby"
"A678209","infant"
"A665393","adult"
"A705119","infant"
"A684048","baby"
"A666514","teenage"
"A710796","senior"
"A667353","baby"
"A690240","infant"
"A683694","baby"
"A679339","infant"
"A719981","teenage"
"A694046","baby"
"A676937","infant"
"A658199","teenage"
"A705054","baby"
"A669542","baby"
"A718180","teenage"
"A702339","baby"
"A715192","adult"
"A673992","teenage"
"A702279","baby"
"A682114","baby"
"A689577","infant"
"A672331","teenage"
"A686602","baby"
"A699662","baby"
"A693037","adult"
"A716286","baby"
"A683460","infant"
"A679069","teenage"
"A676287","adult"
"A710128","baby"
"A701615","infant"
"A701503","baby"
"A711609","teenage"
"A710732","senior"
"A701156","teenage"
"A672483","baby"
"A646917","baby"
"A697613","senior"
"A717573","adult"
"A714551","baby"
"A687173","teenage"
"A679005","teenage"
"A696967","baby"
"A706845","infant"
"A676132","baby"
"A690247","infant"
"A685214","baby"
"A683788","baby"
"A699501","teenage"
"A694148","teenage"
"A712228","baby"
"A699084","adult"
"A683462","infant"
"A678300","infant"
"A682291","senior"
"A694514","baby"
"A682173","baby"
"A676432","teenage"
"A715198","baby"
"A716618","teenage"
"A708784","baby"
"A693933","adult"
"A702022","baby"
"A681063","senior"
"A662261","baby"
"A676290","baby"
"A697978","baby"
"A687513","baby"
"A589273","adult"
"A664471","teenage"
"A713127","teenage"
"A712241","baby"
"A698473","baby"
"A674830","senior"
"A710793","baby"
"A688125","baby"
"A674846","teenage"
"A606330","adult"
"A687078","baby"
"A704504","senior"
"A669000","teenage"
"A704211","teenage"
"A693190","baby"
"A711327","baby"
"A689134","baby"
"A679976","baby"
"A708217","adult"
"A676227","senior"
"A675277","baby"
"A708637","teenage"
"A707182","baby"
"A678256","baby"
"A618757","adult"
"A672182","baby"
"A705587","baby"
"A687123","baby"
"A714646","baby"
"A684012","adult"
"A704955","adult"
"A695996","teenage"
"A704868","infant"
"A695675","baby"
"A597828","adult"
"A701000","senior"
"A686701","baby"
"A705912","baby"
"A615647","adult"
"A677537","infant"
"A178569","geriatric"
"A701738","infant"
"A710631","infant"
"A689253","baby"
"A666214","baby"
"A713354","teenage"
"A709281","baby"
"A704225","baby"
"A703603","baby"
"A684661","baby"
"A647359","baby"
"A686172","infant"
"A653434","adult"
"A700253","adult"
"A716044","baby"
"A664119","baby"
"A695104","baby"
"A664795","baby"
"A704522","infant"
"A681095","teenage"
"A686454","baby"
"A708411","teenage"
"A686595","teenage"
"A702005","infant"
"A678095","baby"
"A716008","baby"
"A718399","teenage"
"A706129","infant"
"A712407","baby"
"A696205","teenage"
"A702142","teenage"
"A665472","baby"
"A685563","baby"
"A694251","teenage"
"A665191","baby"
"A647338","teenage"
"A695966","infant"
"A560007","adult"
"A717286","baby"
"A694932","baby"
"A715119","baby"
"A658510","teenage"
"A720377","baby"
"A689929","teenage"
"A715865","teenage"
"A677844","teenage"
"A689176","baby"
"A566795","adult"
"A694919","senior"
"A712736","baby"
"A694579","baby"
"A700502","baby"
"A267174","senior"
"A694861","adult"
"A713015","infant"
"A679037","teenage"
"A678054","baby"
"A704030","baby"
"A669124","senior"
"A682512","baby"
"A685317","infant"
"A711901","adult"
"A712380","baby"
"A668925","teenage"
"A670840","adult"
"A688693","baby"
"A667600","baby"
"A662200","baby"
"A693252","teenage"
"A680259","senior"
"A709083","baby"
"A701584","baby"
"A671433","infant"
"A685397","infant"
"A674880","baby"
"A717623","teenage"
"A703350","baby"
"A694348","baby"
"A681782","baby"
"A710390","baby"
"A690820","adult"
"A618639","teenage"
"A708648","senior"
"A665874","baby"
"A716646","baby"
"A683795","infant"
"A603830","adult"
"A705421","baby"
"A684280","infant"
"A715870","baby"
"A648744","baby"
"A691206","baby"
"A666941","teenage"
"A690116","baby"
"A670535","baby"
"A689395","teenage"
"A665471","baby"
"A713367","infant"
"A593537","adult"
"A695940","baby"
"A665943","teenage"
"A676007","senior"
"A689091","baby"
"A684579","teenage"
"A708640","baby"
"A703090","baby"
"A675790","adult"
"A310394","senior"
"A679075","infant"
"A684480","baby"
"A693322","adult"
"A704077","baby"
"A675600","adult"
"A697421","baby"
"A706868","infant"
"A685963","baby"
"A698509","infant"
"A714060","adult"
"A681991","senior"
"A714484","senior"
"A676382","baby"
"A708854","baby"
"A705040","baby"
"A710405","geriatric"
"A720640","infant"
"A691155","baby"
"A666325","teenage"
"A696579","adult"
"A702881","teenage"
"A713756","teenage"
"A678167","baby"
"A694296","teenage"
"A694602","adult"
"A668476","teenage"
"A687209","infant"
"A678359","baby"
"A715329","adult"
"A692961","baby"
"A696964","baby"
"A715703","baby"
"A710660","senior"
"A696139","baby"
"A719720","adult"
"A660753","baby"
"A697544","adult"
"A688117","adult"
"A669557","baby"
"A713371","teenage"
"A693598","infant"
"A710452","teenage"
"A688542","infant"
"A677638","baby"
"A713279","baby"
"A694284","baby"
"A679021","adult"
"A698322","infant"
"A716894","baby"
"A689322","teenage"
"A702151","infant"
"A682982","senior"
"A663690","teenage"
"A669106","adult"
"A715349","baby"
"A717475","teenage"
"A684712","baby"
"A716881","baby"
"A650820","adult"
"A685235","baby"
"A642185","senior"
"A682867","teenage"
"A699629","adult"
"A681964","infant"
"A717487","adult"
"A688948","adult"
"A679187","baby"
"A672999","adult"
"A710823","baby"
"A666452","senior"
"A691731","teenage"
"A694295","baby"
"A681862","baby"
"A631277","teenage"
"A671881","teenage"
"A683973","adult"
"A667113","teenage"
"A704163","infant"
"A696743","teenage"
"A716820","baby"
"A678430","teenage"
"A720411","teenage"
"A672862","teenage"
"A680468","teenage"
"A663554","baby"
"A675006","baby"
"A695072","baby"
"A705815","baby"
"A681500","baby"
"A705580","adult"
"A705053","baby"
"A695056","teenage"
"A707351","baby"
"A661831","baby"
"A696371","teenage"
"A716611","teenage"
"A664814","baby"
"A684252","baby"
"A679850","baby"
"A691887","adult"
"A687233","baby"
"A704545","teenage"
"A687331","baby"
"A683055","adult"
"A712093","baby"
"A687451","infant"
"A709926","infant"
"A704567","baby"
"A694184","teenage"
"A710281","baby"
"A678113","infant"
"A711878","adult"
"A669067","teenage"
"A712053","baby"
"A687907","infant"
"A684593","baby"
"A703989","baby"
"A673631","senior"
"A684774","baby"
"A676689","adult"
"A692971","senior"
"A720354","teenage"
"A706821","baby"
"A713537","teenage"
"A719447","baby"
"A674663","infant"
"A670233","infant"
"A674144","teenage"
"A717085","baby"
"A682271","teenage"
"A665597","teenage"
"A704821","baby"
"A677771","teenage"
"A669079","senior"
"A688790","baby"
"A653346","teenage"
"A665959","geriatric"
"A676002","baby"
"A712153","adult"
"A666181","baby"
"A709288","teenage"
"A702731","baby"
"A700479","baby"
"A714594","baby"
"A715775","baby"
"A677673","infant"
"A673451","baby"
"A692587","baby"
"A708046","baby"
"A676206","baby"
"A664523","baby"
"A678282","baby"
"A697222","teenage"
"A715062","baby"
"A690377","baby"
"A698868","baby"
"A682731","baby"
"A683010","adult"
"A666585","baby"
"A665297","infant"
"A665122","infant"
"A705086","adult"
"A700145","teenage"
"A614516","teenage"
"A701013","teenage"
"A683650","teenage"
"A673336","teenage"
"A672672","baby"
"A588444","adult"
"A707058","teenage"
"A683900","baby"
"A707918","baby"
"A681401","infant"
"A681455","baby"
"A694630","baby"
"A706398","infant"
"A677073","teenage"
"A705296","baby"
"A701477","adult"
"A704089","baby"
"A716842","teenage"
"A665447","infant"
"A646237","senior"
"A692601","baby"
"A669735","baby"
"A667667","baby"
"A563004","adult"
"A662619","baby"
"A707633","baby"
"A687032","teenage"
"A683782","baby"
"A681632","adult"
"A693348","baby"
"A706472","baby"
"A682346","infant"
"A573494","adult"
"A694589","baby"
"A689095","infant"
"A688278","baby"
"A711881","baby"
"A698280","baby"
"A682023","adult"
"A706808","infant"
"A678376","baby"
"A709074","infant"
"A706142","teenage"
"A701458","teenage"
"A690458","senior"
"A667914","baby"
"A575129","senior"
"A708008","baby"
"A670003","adult"
"A664726","baby"
"A668876","teenage"
"A674704","teenage"
"A711992","senior"
"A688546","teenage"
"A678799","teenage"
"A698997","baby"
"A701767","infant"
"A701036","teenage"
"A683745","infant"
"A716247","baby"
"A633999","teenage"
"A712625","baby"
"A687412","baby"
"A713642","baby"
"A697291","adult"
"A695856","baby"
"A694776","adult"
"A693054","baby"
"A717444","adult"
"A668623","adult"
"A689380","senior"
"A706854","teenage"
"A691939","baby"
"A683105","teenage"
"A678290","infant"
"A684320","teenage"
"A684336","infant"
"A677943","teenage"
"A666171","baby"
"A651783","baby"
"A692240","baby"
"A681211","baby"
"A707518","teenage"
"A674989","baby"
"A677960","teenage"
"A668637","baby"
"A713923","teenage"
"A681476","baby"
"A680755","adult"
"A712676","baby"
"A678453","baby"
"A700931","infant"
"A665692","teenage"
"A695143","adult"
"A715207","baby"
"A695631","teenage"
"A696639","baby"
"A704888","adult"
"A670634","baby"
"A665374","teenage"
"A677450","teenage"
"A555080","senior"
"A696896","infant"
"A367747","senior"
"A702416","teenage"
"A678051","infant"
"A716678","baby"
"A707792","baby"
"A679471","baby"
"A689834","baby"
"A691901","teenage"
"A681300","baby"
"A670909","baby"
"A628456","adult"
"A696657","senior"
"A663870","baby"
"A686696","baby"
"A645882","adult"
"A672454","baby"
"A490091","senior"
"A692237","baby"
"A670436","baby"
"A640636","teenage"
"A707126","teenage"
"A666172","teenage"
"A693399","senior"
"A680799","teenage"
"A710671","baby"
"A699654","adult"
"A658787","baby"
"A685896","baby"
"A663582","baby"
"A660026","teenage"
"A692813","teenage"
"A720059","teenage"
"A677744","teenage"
"A713554","baby"
"A699889","adult"
"A704421","adult"
"A698706","adult"
"A688758","infant"
"A681898","baby"
"A693892","adult"
"A698622","baby"
"A616559","adult"
"A707743","baby"
"A660296","baby"
"A683043","geriatric"
"A716827","baby"
"A683350","baby"
"A692946","teenage"
"A618218","adult"
"A685311","adult"
"A702759","infant"
"A699421","adult"
"A689120","infant"
"A708414","infant"
"A707030","baby"
"A709998","baby"
"A664218","teenage"
"A687497","infant"
"A684512","baby"
"A678927","baby"
"A717355","senior"
"A702245","infant"
"A682587","baby"
"A670574","baby"
"A702059","infant"
"A706156","baby"
"A704642","infant"
"A700774","infant"
"A705246","baby"
"A704572","baby"
"A686391","teenage"
"A690914","senior"
"A668602","senior"
"A704795","baby"
"A648134","baby"
"A708786","teenage"
"A703471","teenage"
"A687436","baby"
"A665101","baby"
"A679430","baby"
"A699789","baby"
"A669936","teenage"
"A673491","baby"
"A671505","baby"
"A677286","infant"
"A681398","teenage"
"A673509","baby"
"A710505","infant"
"A677112","baby"
"A693704","adult"
"A712572","infant"
"A689600","baby"
"A720139","teenage"
"A609918","senior"
"A668489","baby"
"A710256","infant"
"A698605","teenage"
"A687574","teenage"
"A681250","adult"
"A645335","adult"
"A689643","teenage"
"A702324","baby"
"A713368","infant"
"A680460","baby"
"A697950","baby"
"A699621","teenage"
"A668142","baby"
"A681342","infant"
"A668912","teenage"
"A680509","teenage"
"A668272","adult"
"A683567","teenage"
"A669680","teenage"
"A710831","baby"
"A677398","baby"
"A693295","baby"
"A685433","senior"
"A671823","teenage"
"A655661","baby"
"A677104","infant"
"A703166","baby"
"A683673","baby"
"A670492","adult"
"A670486","teenage"
"A677619","baby"
"A719117","baby"
"A694308","infant"
"A499024","adult"
"A689372","senior"
"A705052","baby"
"A700721","senior"
"A699954","baby"
"A671110","teenage"
"A704895","baby"
"A683517","infant"
"A703100","infant"
"A708281","baby"
"A667755","baby"
"A691548","baby"
"A712696","infant"
"A668765","adult"
"A678194","baby"
"A696244","teenage"
"A647169","teenage"
"A674453","adult"
"A704355","baby"
"A674705","adult"
"A701197","infant"
"A689738","teenage"
"A691299","teenage"
"A698730","adult"
"A680306","baby"
"A693777","baby"
"A706333","infant"
"A685835","adult"
"A670246","teenage"
"A675626","baby"
"A676217","senior"
"A704173","baby"
"A668808","baby"
"A702940","baby"
"A693869","teenage"
"A550246","senior"
"A694900","infant"
"A690080","infant"
"A676365","adult"
"A711846","baby"
"A679998","teenage"
"A716355","senior"
"A716891","teenage"
"A708426","teenage"
"A689362","adult"
"A697142","baby"
"A679054","adult"
"A698925","baby"
"A679595","adult"
"A677936","teenage"
"A692950","teenage"
"A668337","baby"
"A718527","teenage"
"A687312","baby"
"A720327","teenage"
"A695914","senior"
"A671607","baby"
"A714877","baby"
"A692878","teenage"
"A660489","baby"
"A696114","adult"
"A665753","baby"
"A696799","teenage"
"A691559","senior"
"A682790","baby"
"A680475","baby"
"A691355","teenage"
"A694981","baby"
"A448018","adult"
"A690811","baby"
"A713194","baby"
"A683642","baby"
"A679704","infant"
"A686167","adult"
"A620697","teenage"
"A680129","baby"
"A683419","senior"
"A609693","teenage"
"A708199","adult"
"A692341","teenage"
"A715493","baby"
"A664508","teenage"
"A698450","teenage"
"A672147","teenage"
"A714763","teenage"
"A662933","adult"
"A678046","adult"
"A702904","baby"
"A689192","infant"
"A682140","baby"
"A716095","senior"
"A687082","baby"
"A673578","baby"
"A687341","infant"
"A700741","baby"
"A704804","infant"
"A679335","senior"
"A685641","adult"
"A709020","senior"
"A716505","infant"
"A659021","adult"
"A701187","teenage"
"A675586","adult"
"A711772","teenage"
"A669159","baby"
"A693101","adult"
"A663603","baby"
"A690098","infant"
"A663878","teenage"
"A683657","baby"
"A358697","senior"
"A689183","infant"
"A694918","baby"
"A680648","baby"
"A703484","teenage"
"A706804","baby"
"A676760","infant"
"A717767","baby"
"A686544","adult"
"A694744","senior"
"A715226","infant"
"A705135","teenage"
"A674107","senior"
"A682677","infant"
"A688436","baby"
"A686390","baby"
"A701133","teenage"
"A720094","adult"
"A670127","baby"
"A686873","baby"
"A696291","teenage"
"A681441","infant"
"A616906","adult"
"A718254","baby"
"A705422","baby"
"A673321","senior"
"A700996","senior"
"A707010","teenage"
"A667135","teenage"
"A718530","teenage"
"A689692","infant"
"A664776","baby"
"A684398","baby"
"A716002","senior"
"A695693","adult"
"A696571","baby"
"A680146","infant"
"A714823","teenage"
"A598288","senior"
"A708707","infant"
"A665205","infant"
"A701325","baby"
"A675310","infant"
"A671364","baby"
"A709578","baby"
"A664973","baby"
"A679712","baby"
"A662272","teenage"
"A693543","baby"
"A670891","baby"
"A687392","teenage"
"A667658","baby"
"A697490","baby"
"A666520","baby"
"A669275","teenage"
"A675514","infant"
"A695290","teenage"
"A673952","baby"
"A679950","baby"
"A686804","baby"
"A679594","baby"
"A690327","senior"
"A701556","adult"
"A676913","infant"
"A706874","teenage"
"A700908","infant"
"A712951","teenage"
"A680529","infant"
"A660027","teenage"
"A681867","baby"
"A668585","teenage"
"A720532","baby"
"A670018","adult"
"A667891","teenage"
"A637456","adult"
"A667138","senior"
"A702582","baby"
"A687885","baby"
"A664264","baby"
"A700184","teenage"
"A718619","adult"
"A710078","baby"
"A669909","infant"
"A690407","baby"
"A690103","baby"
"A687357","baby"
"A669149","senior"
"A707062","baby"
"A697161","baby"
"A717116","teenage"
"A706932","baby"
"A669860","baby"
"A661919","baby"
"A704167","baby"
"A662755","baby"
"A677574","baby"
"A688955","baby"
"A705498","infant"
"A695275","baby"
"A689469","baby"
"A702909","infant"
"A719488","baby"
"A677903","teenage"
"A704067","teenage"
"A676635","baby"
"A682980","baby"
"A705793","infant"
"A700210","teenage"
"A666664","senior"
"A693904","teenage"
"A678812","infant"
"A702650","baby"
"A712245","infant"
"A508027","senior"
"A701217","baby"
"A680139","infant"
"A644510","adult"
"A665923","baby"
"A710189","adult"
"A663911","baby"
"A710607","baby"
"A676997","infant"
"A668822","baby"
"A704078","infant"
"A677320","adult"
"A603485","teenage"
"A709376","baby"
"A715058","baby"
"A686699","baby"
"A718501","baby"
"A713172","adult"
"A667795","baby"
"A711947","baby"
"A671432","infant"
"A707813","teenage"
"A667625","baby"
"A677640","baby"
"A708877","baby"
"A681376","infant"
"A711369","infant"
"A698069","adult"
"A720803","baby"
"A704498","infant"
"A687725","baby"
"A674589","teenage"
"A687457","baby"
"A664217","baby"
"A676890","adult"
"A655702","teenage"
"A665309","adult"
"A703804","baby"
"A693269","infant"
"A701599","teenage"
"A707912","senior"
"A688045","teenage"
"A690102","baby"
"A691859","teenage"
"A686128","baby"
"A667273","teenage"
"A720853","senior"
"A678293","adult"
"A705265","baby"
"A685602","baby"
"A685816","adult"
"A680002","baby"
"A676590","teenage"
"A709309","baby"
"A702410","adult"
"A702574","baby"
"A685616","infant"
"A704864","baby"
"A694643","adult"
"A699029","teenage"
"A675651","adult"
"A675605","baby"
"A675324","baby"
"A695396","teenage"
"A721087","teenage"
"A707523","baby"
"A671292","teenage"
"A717998","baby"
"A707773","teenage"
"A703795","senior"
"A718086","baby"
"A678741","infant"
"A712796","baby"
"A698398","teenage"
"A665606","adult"
"A706458","baby"
"A672907","baby"
"A684259","baby"
"A666131","baby"
"A666706","baby"
"A703201","baby"
"A687016","baby"
"A709784","baby"
"A683320","infant"
"A708737","teenage"
"A695211","baby"
"A710043","infant"
"A670205","teenage"
"A711008","baby"
"A688464","baby"
"A719666","baby"
"A711410","infant"
"A678692","baby"
"A673933","teenage"
"A674579","baby"
"A695844","teenage"
"A710448","baby"
"A671412","teenage"
"A664504","baby"
"A682607","infant"
"A719156","infant"
"A678876","baby"
"A717015","teenage"
"A675251","baby"
"A664462","baby"
"A686210","senior"
"A679174","baby"
"A683090","baby"
"A714155","teenage"
"A532505","adult"
"A704300","senior"
"A674345","baby"
"A717013","baby"
"A720443","baby"
"A683210","adult"
"A709441","baby"
"A699939","adult"
"A669444","teenage"
"A720577","baby"
"A678751","infant"
"A715067","baby"
"A631348","adult"
"A710307","senior"
"A712843","baby"
"A670678","teenage"
"A708370","adult"
"A661104","senior"
