"","ID","colormix","mixwithwhite","tabby","firstcolor"
"1589","A712850",1,1,0,"Black"
"1590","A681201",1,1,0,"Black"
"1591","A701666",1,1,0,"Black"
"1592","A703612",0,0,1,"Brown"
"1593","A652259",1,1,0,"Cream"
"1594","A686008",1,1,0,"Liver"
"1595","A693663",1,0,0,"Black"
"1596","A665428",0,0,0,"Black"
"1597","A701038",0,0,1,"Brown"
"1598","A700745",0,0,1,"Brown"
"1599","A685207",1,1,1,"Orange"
"1600","A716317",0,0,0,"Tricolor"
"1601","A712669",0,0,1,"Cream"
"1602","A720644",0,0,0,"Blue"
"1603","A693532",1,0,0,"Black"
"1604","A697168",1,1,0,"Black"
"1605","A676892",0,0,0,"Black"
"1606","A681269",0,0,0,"Brown"
"1607","A678662",1,1,0,"Black"
"1608","A669474",1,1,0,"Yellow"
"1609","A705479",1,1,0,"Brown"
"1610","A673387",1,1,1,"Brown"
"1611","A668471",0,0,1,"Cream"
"1612","A676686",0,0,0,"Blue"
"1613","A701651",0,0,0,"Brown"
"1614","A695787",0,0,0,"Brown"
"1615","A713149",1,1,0,"Brown"
"1616","A703316",0,0,0,"Sable"
"1617","A698676",1,0,0,"Tan"
"1618","A702952",0,0,0,"Black"
"1619","A668526",1,1,0,"White"
"1620","A668509",1,1,0,"Blue"
"1621","A702208",0,0,0,"Black"
"1622","A683192",0,0,0,"White"
"1623","A702316",1,1,0,"Tan"
"1624","A684215",1,1,0,"Tortie"
"1625","A715195",0,0,0,"Blue"
"1626","A680400",1,1,0,"Blue"
"1627","A716703",1,1,0,"Black"
"1628","A665084",0,0,0,"Tortie"
"1629","A682641",1,1,0,"Seal"
"1630","A716811",0,0,0,"Brown"
"1631","A692255",1,1,1,"Orange"
"1632","A702420",1,1,1,"Orange"
"1633","A692963",1,1,0,"White"
"1634","A689374",1,1,1,"Brown"
"1635","A698370",1,1,1,"Brown"
"1636","A680319",1,1,1,"Brown"
"1637","A700447",1,0,0,"Blue"
"1638","A696127",0,0,0,"Tan"
"1639","A702466",0,0,0,"White"
"1640","A683721",0,0,1,"Brown"
"1641","A708175",1,1,0,"White"
"1642","A713434",0,0,1,"Orange"
"1643","A669132",1,0,0,"Black"
"1644","A680656",1,1,0,"Black"
"1645","A719429",0,0,0,"Blue"
"1646","A685070",1,0,0,"Black"
"1647","A717450",0,0,0,"Blue"
"1648","A662781",0,0,1,"Brown"
"1649","A680041",1,1,0,"Black"
"1650","A694711",1,0,0,"Black"
"1651","A692336",1,1,0,"Brown"
"1652","A704729",1,1,1,"Brown"
"1653","A669925",0,0,1,"Orange"
"1654","A688973",0,0,0,"Brown"
"1655","A690456",1,1,0,"Red"
"1656","A689862",0,0,0,"Tan"
"1657","A680820",0,0,1,"Cream"
"1658","A427866",1,0,0,"Black"
"1659","A677703",0,0,1,"Blue"
"1660","A679739",1,1,0,"Brown"
"1661","A679217",1,1,1,"Blue"
"1662","A714491",0,0,0,"Tan"
"1663","A673258",1,1,0,"Tan"
"1664","A675901",0,0,0,"Brown"
"1665","A698858",1,1,0,"White"
"1666","A689185",0,0,0,"Brown"
"1667","A601869",0,0,0,"Black"
"1668","A710275",0,0,0,"Brown"
"1669","A708214",1,1,0,"White"
"1670","A691326",0,0,0,"Tricolor"
"1671","A662912",0,0,0,"Chocolate"
"1672","A667415",0,0,0,"White"
"1673","A661418",1,1,0,"Black"
"1674","A696296",1,1,0,"White"
"1675","A691908",0,0,0,"Torbie"
"1676","A694847",1,1,0,"Black"
"1677","A691752",0,0,0,"Blue"
"1678","A709798",0,0,0,"Black"
"1679","A645676",0,0,0,"Tricolor"
"1680","A674171",0,0,0,"Tortie"
"1681","A681873",0,0,0,"Black"
"1682","A685066",1,1,0,"Black"
"1683","A714055",1,1,0,"Black"
"1684","A680765",0,0,0,"Black"
"1685","A718329",1,1,0,"White"
"1686","A696606",1,1,0,"White"
"1687","A707021",1,1,0,"Black"
"1688","A671338",1,1,0,"White"
"1689","A687852",0,0,0,"Blue"
"1690","A716347",0,0,0,"Black"
"1691","A670515",1,1,1,"White"
"1692","A694894",1,1,0,"Brown"
"1693","A711461",1,1,0,"Fawn"
"1694","A697203",0,0,0,"Seal"
"1695","A716057",0,0,1,"Orange"
"1696","A663595",0,0,0,"Black"
"1697","A673985",1,1,0,"Black"
"1698","A690791",0,0,1,"Brown"
"1699","A668947",1,1,0,"Brown"
"1700","A711831",0,0,0,"Sable"
"1701","A669368",1,1,0,"Black"
"1702","A685597",0,0,0,"Tricolor"
"1703","A687175",1,1,0,"Black"
"1704","A698538",0,0,0,"Brown"
"1705","A678483",0,0,0,"Black"
"1706","A688053",0,0,1,"Brown"
"1707","A690130",1,0,0,"Black"
"1708","A708639",0,0,0,"Gray"
"1709","A681507",1,1,0,"Blue"
"1710","A667657",1,1,0,"Brown"
"1711","A678403",0,0,0,"Tortie"
"1712","A675013",0,0,0,"Black"
"1713","A711893",0,0,0,"Tan"
"1714","A706944",0,0,0,"Seal"
"1715","A705457",0,0,0,"Blue"
"1716","A684130",1,1,0,"Black"
"1717","A666259",1,0,0,"Black"
"1718","A719925",0,0,0,"Brown"
"1719","A680770",0,0,0,"Tan"
"1720","A694963",1,1,0,"Blue"
"1721","A659844",0,0,0,"Black"
"1722","A690798",1,1,0,"White"
"1723","A702966",0,0,1,"Brown"
"1724","A718936",0,0,0,"Tortie"
"1725","A694678",1,1,0,"Black"
"1726","A683452",0,0,1,"Brown"
"1727","A677083",0,0,1,"Cream"
"1728","A697028",1,1,0,"White"
"1729","A688284",1,1,0,"Brown"
"1730","A712994",1,1,0,"Red"
"1731","A691105",1,0,0,"Brown"
"1732","A713622",1,1,0,"Red"
"1733","A614817",1,0,0,"Red"
"1734","A662918",0,0,0,"Tricolor"
"1735","A699014",0,0,1,"Brown"
"1736","A703288",0,0,0,"Black"
"1737","A665566",0,0,0,"Tan"
"1738","A649271",1,0,0,"Black"
"1739","A682865",1,1,0,"Black"
"1740","A679489",1,1,0,"Chocolate"
"1741","A684596",0,0,0,"Black"
"1742","A664559",1,0,0,"Black"
"1743","A678272",0,0,0,"Black"
"1744","A672193",0,0,1,"Brown"
"1745","A669930",1,1,0,"Brown"
"1746","A666166",0,0,0,"Brown"
"1747","A684644",0,0,1,"Orange"
"1748","A692955",1,1,0,"Black"
"1749","A679264",0,0,0,"Torbie"
"1750","A705774",1,1,1,"White"
"1751","A699549",1,1,0,"White"
"1752","A711400",1,1,0,"Red"
"1753","A704681",1,1,0,"Brown"
"1754","A667558",0,0,0,"Blue"
"1755","A686907",0,0,1,"Blue"
"1756","A708884",1,1,1,"Brown"
"1757","A681226",1,1,0,"Brown"
"1758","A713852",1,1,1,"Orange"
"1759","A704178",1,1,0,"Tan"
"1760","A307592",1,1,1,"Orange"
"1761","A664078",1,1,0,"Black"
"1762","A679840",1,1,0,"Tan"
"1763","A526237",1,1,0,"Brown"
"1764","A682283",0,0,0,"Tortie"
"1765","A667607",1,1,1,"Brown"
"1766","A704756",0,0,0,"Brown"
"1767","A677620",1,1,0,"White"
"1768","A691573",1,0,0,"Tan"
"1769","A673655",1,1,0,"Chocolate"
"1770","A704929",0,0,1,"Blue"
"1771","A687417",1,0,0,"Tan"
"1772","A667332",0,0,1,"Brown"
"1773","A702501",1,1,0,"Tan"
"1774","A677447",0,0,0,"Brown"
"1775","A676159",0,0,0,"White"
"1776","A716175",1,0,0,"Brown"
"1777","A679198",0,0,0,"Tan"
"1778","A687057",0,0,0,"Calico"
"1779","A453933",0,0,0,"Cream"
"1780","A710002",0,0,1,"Blue"
"1781","A701810",0,0,1,"Gray"
"1782","A682460",0,0,0,"Tricolor"
"1783","A674337",0,0,0,"Black"
"1784","A694157",1,1,0,"Blue"
"1785","A688106",0,0,0,"Black"
"1786","A694655",1,1,0,"Blue"
"1787","A680916",0,0,0,"White"
"1788","A718052",1,1,0,"Brown"
"1789","A689085",1,1,0,"White"
"1790","A669931",1,0,0,"Black"
"1791","A717515",1,1,0,"Tan"
"1792","A662264",1,1,0,"Black"
"1793","A677256",0,0,0,"Gray"
"1794","A704401",0,0,0,"Calico"
"1795","A686526",0,0,1,"Brown"
"1796","A713180",1,1,0,"Black"
"1797","A693966",1,1,0,"Blue"
"1798","A669910",1,1,0,"White"
"1799","A712788",0,0,1,"Brown"
"1800","A714686",0,0,0,"White"
"1801","A708596",1,1,0,"White"
"1802","A700491",1,1,0,"Black"
"1803","A683295",0,0,0,"Lynx"
"1804","A687075",0,0,1,"Blue"
"1805","A695991",0,0,0,"Brown"
"1806","A676868",0,0,0,"Calico"
"1807","A719227",1,1,0,"Black"
"1808","A666586",0,0,1,"Orange"
"1809","A692265",0,0,0,"Black"
"1810","A680321",1,1,0,"Black"
"1811","A708092",0,0,0,"Black"
"1812","A674949",1,1,0,"White"
"1813","A712357",0,0,0,"Calico"
"1814","A696995",0,0,0,"Blue"
"1815","A681039",0,0,0,"Black"
"1816","A697186",1,1,1,"Orange"
"1817","A631184",1,1,0,"Black"
"1818","A688678",1,1,0,"Black"
"1819","A679237",1,0,0,"Chocolate"
"1820","A690565",1,1,1,"Orange"
"1821","A681821",1,1,1,"Brown"
"1822","A711484",0,0,1,"Blue"
"1823","A685408",1,1,0,"Red"
"1824","A664729",1,1,0,"Black"
"1825","A670653",1,1,1,"Brown"
"1826","A712999",1,0,0,"Sable"
"1827","A662603",0,0,0,"Black"
"1828","A692505",1,1,0,"Black"
"1829","A689063",1,1,0,"Blue"
"1830","A710186",1,1,0,"Blue"
"1831","A704953",1,1,0,"Chocolate"
"1832","A696174",0,0,1,"Brown"
"1833","A666615",1,1,0,"Tan"
"1834","A699706",1,1,0,"Tan"
"1835","A671603",1,1,0,"Brown"
"1836","A691066",1,1,0,"White"
"1837","A683706",1,1,0,"Black"
"1838","A669767",1,1,0,"Black"
"1839","A699046",0,0,0,"Chocolate"
"1840","A688773",1,1,0,"White"
"1841","A700016",1,0,0,"Black"
"1842","A691601",0,0,0,"Tortie"
"1843","A689680",1,1,0,"Black"
"1844","A665004",1,0,0,"Black"
"1845","A707420",0,0,0,"Brown"
"1846","A664285",0,0,0,"Black"
"1847","A620613",1,0,0,"Brown"
"1848","A706864",1,1,0,"Black"
"1849","A706453",0,0,0,"Tricolor"
"1850","A665446",1,1,0,"Black"
"1851","A682078",1,1,0,"Black"
"1852","A661386",0,0,0,"Black"
"1853","A695418",0,0,1,"Orange"
"1854","A685438",1,0,0,"Black"
"1855","A683023",1,1,1,"Orange"
"1856","A668255",1,1,0,"Brown"
"1857","A687148",0,0,0,"Black"
"1858","A693244",1,1,0,"Brown"
"1859","A685751",0,0,0,"Tricolor"
"1860","A689537",1,1,0,"Tan"
"1861","A705445",0,0,0,"Brown"
"1862","A678213",1,1,0,"Black"
"1863","A701646",1,1,0,"Black"
"1864","A698319",1,0,0,"Silver"
"1865","A695506",0,0,1,"Orange"
"1866","A711837",0,0,0,"Tan"
"1867","A687118",0,0,0,"Sable"
"1868","A681436",0,0,1,"Cream"
"1869","A698699",1,1,0,"Black"
"1870","A701734",1,1,0,"Blue"
"1871","A668553",0,0,0,"Calico"
"1872","A701456",1,1,0,"Black"
"1873","A694986",1,1,0,"Black"
"1874","A698457",0,0,0,"White"
"1875","A676928",0,0,0,"Tortie"
"1876","A719533",0,0,0,"Brown"
"1877","A630671",1,1,0,"Blue"
"1878","A715302",0,0,0,"Blue"
"1879","A694714",1,1,0,"Black"
"1880","A678688",0,0,0,"Red"
"1881","A679728",0,0,0,"White"
"1882","A677193",0,0,0,"Tan"
"1883","A673113",0,0,0,"White"
"1884","A683746",0,0,1,"Brown"
"1885","A670421",1,1,0,"Black"
"1886","A675645",1,1,1,"Orange"
"1887","A709255",1,1,0,"Brown"
"1888","A675770",1,1,0,"Black"
"1889","A714514",1,1,0,"Black"
"1890","A676104",0,0,0,"Black"
"1891","A697170",1,1,0,"White"
"1892","A692633",1,0,0,"Black"
"1893","A695492",1,1,0,"Black"
"1894","A704700",0,0,0,"Black"
"1895","A675352",0,0,0,"Brown"
"1896","A485674",0,0,0,"White"
"1897","A672113",0,0,1,"Blue"
"1898","A708243",1,1,0,"Blue"
"1899","A667518",0,0,0,"Tortie"
"1900","A700543",1,1,0,"White"
"1901","A692356",0,0,1,"Brown"
"1902","A704978",0,0,1,"Brown"
"1903","A695551",1,0,0,"Brown"
"1904","A704320",1,1,1,"Orange"
"1905","A706169",0,0,0,"White"
"1906","A685976",0,0,0,"Tricolor"
"1907","A711412",1,1,0,"Black"
"1908","A700696",1,1,0,"Blue"
"1909","A697842",0,0,0,"Calico"
"1910","A689624",1,1,0,"White"
"1911","A680268",1,0,0,"Black"
"1912","A718364",0,0,0,"Black"
"1913","A669046",1,1,0,"White"
"1914","A682115",1,0,0,"Black"
"1915","A695664",0,0,0,"White"
"1916","A708738",0,0,0,"Calico"
"1917","A669842",1,0,0,"Black"
"1918","A674941",0,0,1,"Brown"
"1919","A681247",0,0,1,"Brown"
"1920","A704946",0,0,1,"Orange"
"1921","A713768",0,0,0,"Brown"
"1922","A705987",1,1,0,"Blue"
"1923","A681461",0,0,0,"Black"
"1924","A708131",0,0,0,"Red"
"1925","A712590",0,0,1,"Cream"
"1926","A675334",1,0,1,"Calico"
"1927","A666654",1,1,0,"Brown"
"1928","A504813",1,0,0,"Tan"
"1929","A718600",0,0,0,"Tan"
"1930","A680441",1,1,0,"Red"
"1931","A664507",1,0,0,"Brown"
"1932","A705637",0,0,0,"White"
"1933","A652796",1,0,0,"Silver"
"1934","A678068",0,0,0,"Brown"
"1935","A716947",0,0,0,"Yellow"
"1936","A716004",1,1,0,"Tan"
"1937","A706424",1,1,0,"Blue"
"1938","A517675",1,1,0,"White"
"1939","A700435",0,0,0,"Tricolor"
"1940","A691121",1,1,0,"Gray"
"1941","A701201",1,0,0,"Black"
"1942","A693745",0,0,0,"Brown"
"1943","A679067",0,0,1,"Brown"
"1944","A707255",0,0,0,"Tricolor"
"1945","A692263",0,0,0,"Black"
"1946","A708955",1,1,0,"Tan"
"1947","A706170",1,1,0,"Black"
"1948","A706464",1,1,0,"Brown"
"1949","A717613",0,0,1,"Brown"
"1950","A707772",0,0,0,"Sable"
"1951","A687309",0,0,0,"Cream"
"1952","A685901",0,0,0,"Tortie"
"1953","A459845",1,1,0,"Seal"
"1954","A676581",0,0,0,"Silver"
"1955","A712659",1,1,0,"White"
"1956","A674617",1,1,0,"Red"
"1957","A382251",1,1,0,"Brown"
"1958","A711043",0,0,0,"Torbie"
"1959","A668869",0,0,1,"Silver"
"1960","A679667",1,0,0,"Black"
"1961","A675517",1,1,0,"Black"
"1962","A682789",1,1,0,"Black"
"1963","A709554",1,0,0,"Tan"
"1964","A679578",1,1,0,"Black"
"1965","A711151",0,0,0,"Tortie"
"1966","A694396",1,1,0,"Tan"
"1967","A676216",0,0,0,"Sable"
"1968","A671590",1,0,0,"Blue"
"1969","A630325",1,1,0,"Red"
"1970","A665215",0,0,0,"Tricolor"
"1971","A718390",0,0,1,"Orange"
"1972","A693970",1,1,0,"Blue"
"1973","A668336",1,1,0,"Black"
"1974","A668173",1,0,0,"Brown"
"1975","A688060",1,1,0,"Chocolate"
"1976","A687774",0,0,0,"Black"
"1977","A669068",0,0,0,"Black"
"1978","A709365",0,0,1,"Brown"
"1979","A685769",1,1,0,"Black"
"1980","A690202",1,1,0,"Liver"
"1981","A699719",0,0,0,"Black"
"1982","A675032",1,1,0,"Gray"
"1983","A666080",0,0,0,"Black"
"1984","A702272",1,1,0,"Tan"
"1985","A721108",1,1,0,"Chocolate"
"1986","A707454",1,1,1,"Cream"
"1987","A701418",1,0,0,"Black"
"1988","A700458",0,0,1,"Orange"
"1989","A675903",1,1,0,"Black"
"1990","A708711",0,0,0,"Tortie"
"1991","A709916",0,0,1,"Orange"
"1992","A669870",0,0,0,"Red"
"1993","A686215",1,1,0,"White"
"1994","A709864",0,0,0,"Tan"
"1995","A670495",1,1,0,"Brown"
"1996","A670407",1,1,0,"Brown"
"1997","A687582",0,0,0,"Black"
"1998","A680895",1,1,0,"Yellow"
"1999","A686530",1,1,0,"White"
"2000","A668056",1,0,0,"Blue"
"2001","A663802",1,1,0,"Black"
"2002","A699917",1,1,0,"Black"
"2003","A668214",1,0,0,"Blue"
"2004","A686887",1,1,0,"Torbie"
"2005","A682595",0,0,0,"Red"
"2006","A719421",0,0,0,"Calico"
"2007","A706131",1,1,0,"Blue"
"2008","A515661",1,1,0,"White"
"2009","A706377",1,1,0,"White"
"2010","A704741",1,1,0,"Black"
"2011","A709628",1,1,1,"Brown"
"2012","A677170",1,1,0,"White"
"2013","A714566",0,0,0,"Sable"
"2014","A672897",1,1,0,"White"
"2015","A676925",0,0,0,"White"
"2016","A704774",0,0,1,"Blue"
"2017","A663863",1,1,0,"Brown"
"2018","A674109",1,1,0,"Brown"
"2019","A705215",1,1,1,"Brown"
"2020","A668721",1,1,0,"White"
"2021","A667576",0,0,0,"Black"
"2022","A704444",0,0,0,"Brown"
"2023","A703477",1,1,1,"Brown"
"2024","A719767",1,1,0,"Brown"
"2025","A704318",0,0,1,"Orange"
"2026","A675164",0,0,0,"Yellow"
"2027","A716706",1,1,0,"White"
"2028","A677766",1,1,0,"Black"
"2029","A708011",0,0,1,"Brown"
"2030","A666685",1,1,0,"Brown"
"2031","A614684",0,0,1,"Brown"
"2032","A669485",1,1,0,"White"
"2033","A713851",1,1,1,"Cream"
"2034","A699092",1,1,0,"Black"
"2035","A667337",1,1,0,"Tortie"
"2036","A678356",1,1,0,"Brown"
"2037","A694452",0,0,1,"Brown"
"2038","A714668",0,0,0,"Tricolor"
"2039","A714218",0,0,0,"Tortie"
"2040","A685008",1,0,0,"Black"
"2041","A706580",1,1,0,"White"
"2042","A698387",0,0,0,"Brown"
"2043","A666443",1,1,0,"Brown"
"2044","A695770",0,0,1,"Silver"
"2045","A678746",1,1,0,"Tan"
"2046","A667230",1,1,0,"White"
"2047","A704799",0,0,1,"Blue"
"2048","A712059",1,0,0,"Black"
"2049","A707827",0,0,1,"Brown"
"2050","A683772",0,0,0,"Blue"
"2051","A700334",1,1,0,"Gray"
"2052","A392615",1,1,0,"Brown"
"2053","A675885",1,1,0,"Brown"
"2054","A515112",0,0,0,"Brown"
"2055","A713283",0,0,0,"Brown"
"2056","A710703",0,0,0,"Gray"
"2057","A683742",0,0,1,"Brown"
"2058","A696532",1,0,0,"Chocolate"
"2059","A718467",1,0,0,"Cream"
"2060","A673384",0,0,0,"Brown"
"2061","A705076",0,0,0,"Tortie"
"2062","A719987",1,1,1,"Orange"
"2063","A695639",0,0,0,"Black"
"2064","A701961",1,1,0,"Black"
"2065","A665065",0,0,0,"Black"
"2066","A705937",0,0,0,"Black"
"2067","A669102",1,1,0,"White"
"2068","A716167",0,0,0,"Torbie"
"2069","A698635",0,0,0,"Calico"
"2070","A702268",0,0,0,"Black"
"2071","A713829",0,0,0,"Blue"
"2072","A703246",0,0,0,"Tortie"
"2073","A695939",0,0,0,"Sable"
"2074","A666357",0,0,0,"Black"
"2075","A708432",0,0,0,"Black"
"2076","A688995",0,0,1,"Brown"
"2077","A681284",1,1,0,"Tan"
"2078","A683882",1,0,0,"Black"
"2079","A696928",0,0,0,"Black"
"2080","A716083",1,0,0,"Black"
"2081","A712368",1,1,1,"Brown"
"2082","A673590",0,0,0,"Tricolor"
"2083","A687720",1,1,0,"Brown"
"2084","A520040",1,1,0,"Black"
"2085","A692621",1,0,0,"Brown"
"2086","A687614",0,0,0,"Gray"
"2087","A691430",0,0,1,"Cream"
"2088","A500361",1,1,0,"Black"
"2089","A664848",1,0,0,"Chocolate"
"2090","A715309",0,0,0,"Tricolor"
"2091","A688101",0,0,1,"Brown"
"2092","A674665",0,0,0,"Black"
"2093","A684374",1,0,0,"Black"
"2094","A669133",1,1,0,"Black"
"2095","A671230",1,0,0,"Black"
"2096","A685270",0,0,0,"Red"
"2097","A665438",1,1,0,"Gold"
"2098","A688551",1,1,1,"Brown"
"2099","A719336",0,0,0,"Tan"
"2100","A707441",0,0,0,"White"
"2101","A688736",0,0,0,"Black"
"2102","A683127",1,1,1,"Brown"
"2103","A675604",0,0,0,"Yellow"
"2104","A676912",0,0,0,"Tortie"
"2105","A713266",0,0,0,"Tortie"
"2106","A688687",0,0,1,"Brown"
"2107","A689135",0,0,0,"Tortie"
"2108","A715100",1,1,0,"Black"
"2109","A700506",1,1,0,"White"
"2110","A711280",1,0,0,"Brown"
"2111","A669458",1,0,0,"Black"
"2112","A711316",0,0,0,"Calico"
"2113","A682722",1,1,0,"Tan"
"2114","A683098",1,1,1,"Brown"
"2115","A683254",0,0,1,"Brown"
"2116","A626847",1,1,0,"Brown"
"2117","A668695",1,1,0,"Brown"
"2118","A715460",1,1,1,"Brown"
"2119","A687951",0,0,0,"Black"
"2120","A685739",1,1,0,"Chocolate"
"2121","A695279",1,0,0,"Silver"
"2122","A711482",0,0,0,"Black"
"2123","A646538",1,0,0,"Cream"
"2124","A430671",1,1,0,"Black"
"2125","A669045",1,1,0,"Black"
"2126","A699268",1,1,0,"White"
"2127","A712592",0,0,1,"Brown"
"2128","A678320",1,1,0,"Brown"
"2129","A705469",0,0,1,"Brown"
"2130","A691774",0,0,1,"Brown"
"2131","A709676",1,0,0,"Chocolate"
"2132","A686155",1,0,0,"Black"
"2133","A676714",0,0,0,"Buff"
"2134","A693292",1,1,0,"Black"
"2135","A719261",0,0,0,"Black"
"2136","A720352",1,1,0,"Black"
"2137","A670551",0,0,0,"Black"
"2138","A609629",0,0,0,"Tan"
"2139","A717496",1,1,0,"White"
"2140","A716259",1,1,0,"Brown"
"2141","A682428",0,0,1,"Brown"
"2142","A694061",1,1,1,"Orange"
"2143","A694681",1,1,0,"White"
"2144","A687769",0,0,1,"Brown"
"2145","A671150",1,1,0,"Black"
"2146","A593205",0,0,0,"Red"
"2147","A692533",1,1,0,"Black"
"2148","A677625",0,0,1,"Brown"
"2149","A668896",1,1,0,"Black"
"2150","A670319",1,0,0,"Silver"
"2151","A688941",0,0,1,"Brown"
"2152","A690002",1,1,1,"Brown"
"2153","A701538",0,0,0,"Tricolor"
"2154","A672982",1,1,0,"White"
"2155","A696502",1,0,0,"Black"
"2156","A689464",0,0,1,"Brown"
"2157","A704402",1,1,1,"White"
"2158","A680762",0,0,1,"Brown"
"2159","A690963",1,1,0,"Brown"
"2160","A699387",1,1,1,"Blue"
"2161","A677886",0,0,0,"Black"
"2162","A677264",1,1,0,"White"
"2163","A702917",0,0,0,"Tricolor"
"2164","A676597",0,0,1,"Brown"
"2165","A683874",0,0,1,"Blue"
"2166","A703192",0,0,1,"Brown"
"2167","A636638",1,1,0,"White"
"2168","A665906",1,1,0,"Black"
"2169","A694439",0,0,0,"Buff"
"2170","A718232",0,0,1,"Orange"
"2171","A702053",1,1,0,"Black"
"2172","A664286",1,1,0,"White"
"2173","A679129",0,0,0,"Blue"
"2174","A717232",1,1,0,"Black"
"2175","A670988",0,0,1,"Orange"
"2176","A685528",1,0,0,"Black"
"2177","A662736",1,1,0,"Black"
"2178","A642671",0,0,0,"Tortie"
"2179","A287017",1,1,0,"Black"
"2180","A664573",0,0,1,"Brown"
"2181","A680192",1,1,0,"Black"
"2182","A694923",1,1,0,"Brown"
"2183","A718635",0,0,0,"Black"
"2184","A668005",1,1,0,"White"
"2185","A624844",1,1,0,"White"
"2186","A701941",0,0,0,"Red"
"2187","A698604",0,0,0,"Blue"
"2188","A693820",1,1,0,"Black"
"2189","A664605",1,1,0,"White"
"2190","A682191",0,0,0,"Flame"
"2191","A658891",0,0,0,"White"
"2192","A505682",0,0,0,"Black"
"2193","A706397",0,0,0,"Tortie"
"2194","A683301",1,0,0,"Black"
"2195","A666488",0,0,0,"Brown"
"2196","A699101",1,1,0,"Black"
"2197","A666047",1,1,0,"Brown"
"2198","A713587",1,1,0,"Black"
"2199","A684256",0,0,0,"Calico"
"2200","A680856",0,0,0,"Cream"
"2201","A700312",0,0,0,"Lynx"
"2202","A689177",0,0,0,"Brown"
"2203","A667075",0,0,0,"Black"
"2204","A706077",0,0,0,"Tortie"
"2205","A713813",1,1,1,"Brown"
"2206","A708424",0,0,0,"Tricolor"
"2207","A699265",1,1,0,"Red"
"2208","A698574",0,0,1,"Orange"
"2209","A688327",1,1,0,"White"
"2210","A706800",0,0,0,"Black"
"2211","A714470",1,0,0,"Black"
"2212","A435237",1,1,0,"Black"
"2213","A688215",1,1,1,"Brown"
"2214","A482518",0,0,0,"Tricolor"
"2215","A682885",0,0,1,"Brown"
"2216","A685426",0,0,1,"Brown"
"2217","A710210",1,0,0,"Black"
"2218","A662329",1,1,0,"White"
"2219","A671539",1,1,0,"Black"
"2220","A717448",1,0,0,"Tan"
"2221","A673662",0,0,1,"Brown"
"2222","A717076",1,1,1,"Brown"
"2223","A693296",1,1,0,"Blue"
"2224","A485651",1,0,0,"Red"
"2225","A673729",1,0,0,"Black"
"2226","A693157",1,1,0,"Red"
"2227","A684283",1,1,0,"Black"
"2228","A712176",0,0,0,"Cream"
"2229","A688365",0,0,0,"Blue"
"2230","A699563",1,1,0,"Chocolate"
"2231","A554865",0,0,0,"White"
"2232","A670416",0,0,0,"White"
"2233","A693833",1,1,0,"Black"
"2234","A698705",1,1,0,"Black"
"2235","A665251",1,0,0,"Brown"
"2236","A677664",1,1,0,"Tricolor"
"2237","A705886",0,0,0,"Black"
"2238","A693546",1,1,0,"White"
"2239","A666184",1,1,0,"Black"
"2240","A676098",1,0,0,"Red"
"2241","A686700",1,1,0,"White"
"2242","A677483",0,0,0,"Black"
"2243","A625400",1,1,0,"White"
"2244","A706228",0,0,0,"Tricolor"
"2245","A552342",0,0,0,"Black"
"2246","A702982",1,1,1,"Brown"
"2247","A664339",0,0,0,"Black"
"2248","A680804",1,1,0,"Black"
"2249","A677815",0,0,0,"Tricolor"
"2250","A689616",0,0,0,"Black"
"2251","A708761",0,0,1,"Orange"
"2252","A670822",1,1,0,"Brown"
"2253","A690633",1,0,0,"Black"
"2254","A705411",0,0,0,"Blue"
"2255","A701662",0,0,0,"White"
"2256","A705806",1,1,0,"Black"
"2257","A697055",0,0,0,"Red"
"2258","A683576",0,0,0,"White"
"2259","A689382",0,0,0,"Silver"
"2260","A687296",1,1,0,"Tan"
"2261","A711491",1,0,0,"Brown"
"2262","A664177",0,0,0,"Chocolate"
"2263","A682224",0,0,0,"Chocolate"
"2264","A666680",0,0,1,"Blue"
"2265","A687183",1,1,0,"Black"
"2266","A704847",0,0,0,"Black"
"2267","A671188",0,0,0,"Tricolor"
"2268","A675670",1,1,0,"Black"
"2269","A665281",0,0,0,"White"
"2270","A709629",0,0,0,"Red"
"2271","A673265",0,0,1,"Orange"
"2272","A712585",1,1,1,"Cream"
"2273","A696858",1,1,0,"Blue"
"2274","A715901",1,1,1,"Black"
"2275","A699738",1,1,0,"Black"
"2276","A664887",0,0,0,"Black"
"2277","A685464",1,0,0,"Brown"
"2278","A690615",1,0,0,"Tricolor"
"2279","A663977",0,0,1,"Silver"
"2280","A680439",0,0,0,"Cream"
"2281","A674445",0,0,0,"Black"
"2282","A700299",0,0,0,"Tortie"
"2283","A676907",0,0,0,"Brown"
"2284","A672437",1,1,0,"Black"
"2285","A678577",0,0,0,"Blue"
"2286","A717863",0,0,0,"Brown"
"2287","A673497",1,1,1,"Orange"
"2288","A693189",1,1,1,"Cream"
"2289","A678259",0,0,0,"Black"
"2290","A695071",0,0,0,"Red"
"2291","A681439",0,0,1,"Orange"
"2292","A685961",0,0,0,"Black"
"2293","A684302",0,0,0,"Tricolor"
"2294","A681983",0,0,0,"Blue"
"2295","A688241",1,1,0,"White"
"2296","A679630",0,0,0,"White"
"2297","A682211",1,1,0,"Black"
"2298","A693725",1,1,0,"Black"
"2299","A677330",1,1,0,"White"
