AnimalID,Name,popular_name,human_name
A718151,,N,N
A690419,,N,N
A710158,Morty,N,N
A712651,,N,N
A694309,,N,N
A678569,Annie,N,Y
A689398,Buster,N,N
A672472,Bruce,Y,Y
A718986,Remi,N,N
A703506,Nala,N,N
A688543,Ernie,N,N
A719507,Chrissy,N,N
A706221,,N,N
A662378,Flower,N,N
A673314,Faleas,N,N
A663954,Dozer,N,N
A713338,,N,N
A698943,Bj,N,N
A697744,,N,N
A659891,Rebel,N,N
A676781,Lady,N,N
A710435,,N,N
A680348,Sarita,N,N
A684035,,N,N
A666712,Fox,N,N
A699598,,N,N
A666931,Andre,N,Y
A690676,Loba,N,N
A666058,Robin Hood,N,N
A702079,,N,N
A670784,Lucky,N,N
A672019,Diamond,N,Y
A675695,Kato,N,N
A632870,Righteous,N,N
A702622,Charlie,N,Y
A676757,,N,N
A676539,,N,N
A689529,,N,N
A692687,,N,N
A683662,,N,N
A710942,,N,N
A715770,Junebug,N,N
A698119,,N,N
A697579,Carbon,N,N
A705939,Cora,N,Y
A605170,Finley,N,N
A717777,Duke,N,N
A717127,Diddy,N,N
A707175,Maverick,N,N
A706134,,N,N
A696993,Pee Wee,N,N
A563492,Sam,N,Y
A717069,Lester,N,Y
A705353,,N,N
A713988,Dela,N,N
A703925,,N,N
A686785,Cameron,N,Y
A688196,Max,N,Y
A673903,,N,N
A691191,Rampage,N,N
A707324,Lilly,N,Y
A670895,Simon,N,Y
A666479,Ava,N,Y
A689792,Talia,N,N
A595363,Teacup,N,N
A680111,Castro,N,N
A671399,Chomper Jr,N,N
A719550,Iris,N,N
A577832,Chopper,N,N
A657415,Perla,N,N
A690961,,N,N
A668772,Zeus,N,N
A693099,Max,N,Y
A707744,Music,N,N
A704075,Dolly,N,N
A701605,Toothless,N,N
A705383,London,N,Y
A700383,Wolfie,N,N
A582082,Oliver,N,Y
A683892,Panda,N,N
A642922,Bullet,N,N
A720680,Tho,N,N
A686565,,N,N
A694639,Haze,N,N
A661878,Tito,N,N
A713050,,N,N
A678092,,N,N
A674943,,N,N
A674771,Lady Bug,N,N
A681773,Eddie,N,Y
A710168,,N,N
A689998,Nene,N,N
A681472,,N,N
A666845,Prince,N,N
A680679,Penny,N,Y
A530589,Chica,N,N
A649685,Rusty,N,N
A695404,,N,N
A717665,Rocky,N,N
A718607,,N,N
A682686,Tabitha,N,Y
A687441,Tugboat,N,N
A720563,Yoshi,N,N
A701479,,N,N
A686149,,N,N
A673087,Trini,N,N
A703333,,N,N
A699232,Gotham,N,N
A704676,Vivian,N,Y
A663299,Jedi,N,N
A704354,Zsa-Zsa,N,N
A656893,Daisy,N,Y
A681592,Ruby,N,Y
A689527,Dessau,N,N
A705641,,N,N
A679107,,N,N
A717606,Jane,Y,Y
A686866,Junior,N,Y
A699801,,N,N
A667242,Lily Pearl,N,N
A688133,Princess,N,N
A702838,Runah,N,N
A700308,Oreo,N,N
A685583,,N,N
A708086,,N,N
A713156,,N,N
A707697,,N,N
A704970,,N,N
A692788,,N,N
A707958,Stitch,N,N
A694006,Gracie,N,Y
A700278,August,N,Y
A669581,,N,N
A693363,Osha,N,N
A616584,Chico,N,N
A689251,Blue,N,N
A708723,Boogie,N,N
A693639,Scout,N,N
A666329,,N,N
A663320,Billy,Y,Y
A696046,Stuart,N,Y
A670264,Skyla,N,N
A689746,Purdy,N,N
A685421,,N,N
A683803,Ajax,N,N
A666065,Sandy,N,Y
A685250,,N,N
A673911,Milo,N,N
A705326,Gorda,N,N
A710031,Piper,N,Y
A701809,,N,N
A678251,Squeak,N,N
A639465,Bear,N,N
A688759,,N,N
A695786,,N,N
A685149,Durango,N,N
A702141,Blue,N,N
A675578,,N,N
A709985,,N,N
A519888,Luke,N,Y
A702249,Diamond,N,Y
A688658,,N,N
A633870,Misty,N,Y
A700221,Dottie,N,N
A694995,,N,N
A689734,Oreo,N,N
A695671,Moose,N,N
A684937,Hercules,N,N
A549639,Little Red,N,N
A689945,Lacey,N,Y
A689869,,N,N
A678073,,N,N
A681567,Sasha,N,N
A694000,Dodger,N,N
A693790,Lucy,N,Y
A685704,Shadow,N,N
A693387,,N,N
A691279,Rosemary,N,Y
A665568,,N,N
A679853,,N,N
A700332,Brown Dog,N,N
A672451,Delgado,N,N
A691952,,N,N
A575839,Sushi,N,N
A669598,Mugen,N,N
A687142,Stella,N,Y
A699283,Hobbes,N,N
A684076,Rocky,N,N
A686850,Charlie,N,Y
A691328,,N,N
A712687,Jules,N,N
A485940,Gloria,Y,Y
A617090,Scrappy,N,N
A683851,,N,N
A718504,,N,N
A628319,Gringa,N,N
A699771,,N,N
A706183,Steve,N,Y
A682977,River,N,N
A695669,Angus,N,N
A703412,Sophia,N,Y
A702536,Allie,N,Y
A709822,,N,N
A655860,Diego,N,Y
A678920,Frank,Y,Y
A683822,,N,N
A667898,,N,N
A717489,Leo,N,Y
A660628,Chief,N,N
A619861,Jessie,N,Y
A673056,Rocky,N,N
A680676,Copper,N,N
A661150,Mac,N,N
A665570,Dee Dee,N,N
A703094,,N,N
A680331,Milo,N,N
A713259,Lily,N,Y
A679117,Chevy,N,N
A698362,,N,N
A690024,Lucy,N,Y
A667390,Kneeko,N,N
A694880,Sallie,N,Y
A695847,,N,N
A666322,Gypsy,N,N
A719019,Sprocket,N,N
A536035,Reese,N,Y
A691607,Tinker,N,N
A714015,Opie,N,N
A701323,Sheba,N,N
A711130,Clara,N,Y
A718281,Marcos,N,N
A676265,Sheba Baby,N,N
A718036,Samantha,Y,Y
A714063,Danica,N,N
A692548,Rascah,N,N
A689410,Sasha,N,N
A671127,Davey,N,N
A681524,,N,N
A705530,,N,N
A541397,Chica,N,N
A667105,Chulo,N,N
A713793,Pumpkin,N,N
A696611,Roxy,N,N
A714744,Chacha,N,N
A710861,Bonnie,N,Y
A700579,,N,N
A678864,Chewbacca,N,N
A706482,,N,N
A700228,,N,N
A698545,Angie,N,Y
A720500,Tina,N,Y
A670191,Dennis,Y,Y
A681267,Pearl,N,Y
A712754,Tangerine,N,N
A680059,Jam,N,N
A698589,Rex,N,Y
A679443,,N,N
A692362,,N,N
A694004,Dodger,N,N
A686136,Bashful,N,N
A710468,Nugget,N,N
A697180,Mr. Pickles,N,N
A701286,,N,N
A664127,Caroline,N,Y
A691285,Pinto,N,N
A717522,Sally,N,Y
A701143,,N,N
A691533,Sugar,N,N
A486513,Toby,N,N
A702041,Marco,N,Y
A701553,Roxy,N,N
A690472,,N,N
A703784,Spot,N,N
A719515,Blu,N,N
A713082,,N,N
A714106,Nexus,N,N
A710196,,N,N
A680372,,N,N
A665406,Pumpkin,N,N
A683440,,N,N
A695223,Catsby,N,N
A675579,,N,N
A666152,Shy Boy,N,N
A684578,,N,N
A675886,Jirah,N,N
A700366,,N,N
A701813,Papa,N,N
A706884,Bailey,N,Y
A714032,Olivia,Y,Y
A688494,Michelle,Y,Y
A675033,,N,N
A716976,Elmo,N,N
A688465,Rowdy,N,N
A692416,,N,N
A689889,Scamper,N,N
A714124,,N,N
A699242,,N,N
A676661,Callie,N,Y
A676755,,N,N
A607523,Chance,N,N
A692586,Joy,N,Y
A655902,Boo Boo,N,N
A693798,Jupiter,N,N
A714379,Eddie,N,Y
A666677,Max,N,Y
A701913,Chanel,N,N
A657358,Alfie,N,N
A671487,Willow,N,Y
A697188,Blue,N,N
A698441,,N,N
A708538,,N,N
A701460,Beda,N,N
A648630,Cody,N,Y
A699307,,N,N
A664271,,N,N
A695425,Lana,N,N
A711894,Hubble,N,N
A650999,Xena,N,N
A676201,Duke,N,N
A655398,Onyx,N,N
A665970,Poppy,N,N
A718400,,N,N
A687358,Rosie,N,Y
A683051,Bella,N,Y
A666401,Clint,N,N
A668301,,N,N
A662277,Snickrdoodl,N,N
A704249,Jacque,N,N
A705133,Adestria,N,N
A699755,,N,N
A715193,Beau,N,N
A693518,Lyle,N,Y
A701509,Charlie,N,Y
A692941,Grizzly,N,N
A706245,,N,N
A706181,Lola,N,Y
A710424,Rue,N,N
A700622,Pickles,N,N
A705077,,N,N
A688308,Henry,Y,Y
A362103,Stitch,N,N
A706578,,N,N
A427782,Midas,N,N
A709477,,N,N
A701995,Blue,N,N
A663983,,N,N
A715489,,N,N
A691239,Skippy,N,N
A669960,Fiona,N,N
A713752,Pepita,N,N
A673444,Kelly,Y,Y
A718993,Twix,N,N
A698756,Ace,N,N
A682365,,N,N
A680940,,N,N
A690862,,N,N
A689046,,N,N
A706880,Aldo,N,N
A531379,Pierre,N,N
A717466,Lousiana,N,N
A664668,Bella,N,Y
A679467,Asia,N,N
A670795,Snowball,N,N
A666120,Dallas,N,N
A680233,,N,N
A691517,,N,N
A710127,,N,N
A715683,Brewster,N,N
A663968,,N,N
A691516,,N,N
A683248,Malcolm,N,N
A691700,,N,N
A608475,Wicked,N,N
A684066,,N,N
A706058,Simon,N,Y
A704690,Hardy,N,N
A710681,,N,N
A700248,Ruby,N,Y
A675635,Ariel,N,Y
A714665,Max,N,Y
A718363,Katie,N,Y
A698437,Feeny,N,N
A703960,,N,N
A685493,Roddy,N,N
A713422,,N,N
A713481,Millie,N,Y
A703181,Abby,N,Y
A713138,Tullia,N,N
A710543,,N,N
A692843,Momma Kitty,N,N
A678519,Lily,N,Y
A701750,Kiara,N,Y
A711887,,N,N
A715764,Walt,N,N
A674368,Brownie,N,N
A705717,Ramsey,N,N
A669896,Dash,N,N
A615152,Callie,N,Y
A668000,Corky,N,N
A705027,Landry,N,N
A678283,Flo,N,N
A688808,,N,N
A667633,,N,N
A713008,Leo,N,Y
A704016,,N,N
A665498,Marbles,N,N
A702134,Monet,N,N
A718992,Mars,N,N
A666337,Chase,N,Y
A667397,Gaby,N,N
A681137,,N,N
A664711,,N,N
A699110,Scout,N,N
A666248,Twinkle,N,N
A688025,Cody,N,Y
A666442,Charlie,N,Y
A681627,Rufus,N,Y
A675223,Peanut,N,N
A692024,Cranberry,N,N
A710258,,N,N
A712222,,N,N
A698665,Midge,N,N
A705108,Lola,N,Y
A680919,,N,N
A671565,,N,N
A718273,Lily,N,Y
A672157,Sneezy,N,N
A679845,,N,N
A713355,Marley,N,N
A677282,Castor,N,N
A694541,Kalamazzoo,N,N
A686152,Sandy,N,Y
A678286,Annie,N,Y
A684766,Shorty,N,N
A671819,Karma,N,N
A664138,Ziggy,N,N
A661068,Beanie,N,N
A695129,,N,N
A641781,Alezea,N,N
A713293,Oliver,N,Y
A704813,Duke,N,N
A689064,,N,N
A708116,Melbourne,N,N
A683735,,N,N
A680808,Ernest,N,Y
A634925,Princess,N,N
A686610,Chapo,N,N
A713404,Rascal,N,N
A719158,Brody,N,Y
A694967,Jewels,N,N
A691564,Aisha,N,N
A690356,Cooper,N,Y
A443497,Cookie,N,N
A691724,Twyla,N,N
A679030,Ricky,N,Y
A681772,Emme,N,N
A681359,,N,N
A679836,Chloe,N,Y
A695972,Miss Lucky,N,N
A715990,Midnite,N,N
A678557,Sandy,N,Y
A680162,Ruby Red,N,N
A678840,,N,N
A714651,,N,N
A709312,,N,N
A621530,Boomer,N,N
A689774,Popy Jr,N,N
A714078,Hazel,N,Y
A714190,,N,N
A664346,,N,N
A676713,Peqqy,N,N
A705607,Ty,N,N
A706967,Digby,N,N
A696412,Huey,N,N
A701094,,N,N
A679969,Slinky,N,N
A695280,Roxie,N,Y
A670744,Bianca,N,Y
A694730,Whitey,N,N
A715583,Copper,N,N
A708902,Wisteria,N,N
A668452,,N,N
A667308,Sammie,N,N
A692209,Remi,N,N
A688103,,N,N
A664444,Tudor,N,N
A689465,Ruby,N,Y
A720376,,N,N
A701463,Hudson,N,Y
A674236,Renee,N,Y
A656318,Samson,N,N
A717895,,N,N
A651130,Canelo,N,N
A684684,Wendy,N,Y
A716789,Jade,N,Y
A699697,Oreo,N,N
A688748,,N,N
A667843,Grey,N,N
A674423,,N,N
A666094,,N,N
A678666,,N,N
A718253,,N,N
A712468,,N,N
A689039,Bruno,N,N
A695370,Bella Swan,N,N
A694139,,N,N
A681416,,N,N
A663388,Cudi,N,N
A702544,Mocha,N,N
A698983,,N,N
A712292,Peanut,N,N
A690953,Mickey,N,N
A664565,,N,N
A696391,Maverick,N,N
A686878,,N,N
A686232,,N,N
A695397,Bailey,N,Y
A704493,,N,N
A714624,,N,N
A674571,Hannah,Y,Y
A715012,,N,N
A694217,Henry,Y,Y
A672821,Reg,N,N
A684367,Left Eye,N,N
A556804,Kathy,N,Y
A683875,,N,N
A701305,,N,N
A674023,Emma,Y,Y
A659036,Red,N,N
A707164,,N,N
A705283,,N,N
A664281,,N,N
A705687,Sam,N,Y
A703916,Molly,N,Y
A685141,,N,N
A640790,Morena,N,N
A669579,Kitten,N,N
A714041,Annie,N,Y
A709317,,N,N
A714705,,N,N
A701336,,N,N
A720557,Sandi,N,N
A680288,,N,N
A719215,Cari̱o,N,N
A677046,,N,N
A712757,Sandy,N,Y
A708836,,N,N
A693346,Milo,N,N
A664428,,N,N
A702554,,N,N
A704559,,N,N
A719011,Socks,N,N
A690934,,N,N
A683209,Tilly,N,N
A714707,Bruce Wayne,N,N
A680985,Onyx,N,N
A702945,,N,N
A703793,,N,N
A719466,Raymond,Y,Y
A683153,Mariah,N,Y
A673530,Cece,N,N
A688996,Gibson,N,N
A684870,,N,N
A672155,Lil Baby,N,N
A713047,,N,N
A674800,,N,N
A711683,Squeaky,N,N
A693381,Mia,N,Y
A693240,Rocky,N,N
A670195,,N,N
A697914,,N,N
A704724,,N,N
A678986,,N,N
A665685,,N,N
A695637,,N,N
A717911,Charlotte,N,Y
A704668,,N,N
A710795,Jasmin,N,Y
A674157,Dobby,N,N
A673245,Brownie,N,N
A685314,Mia,N,Y
A663693,Zorro,N,N
A704191,Quint,N,N
A677549,,N,N
A690672,,N,N
A713254,Denny,N,N
A663921,Collins,N,N
A682673,Moogi,N,N
A676558,,N,N
A706542,,N,N
A708968,Sadie,N,Y
A684348,,N,N
A690452,Barney,N,N
A698771,Lina,N,N
A690732,Scout,N,N
A697217,Copperfield,N,N
A685629,Tango,N,N
A700106,Mr.Gray,N,N
A691223,,N,N
A669943,,N,N
A697609,Coda,N,N
A710737,Digger,N,N
A708631,Abby,N,Y
A702953,,N,N
A689909,Bashful,N,N
A697015,Balthasar,N,N
A717881,,N,N
A670972,Zimm,N,N
A702979,Jackson,N,Y
A699111,Biggie Small,N,N
A704180,Thor,N,N
A694448,,N,N
A718484,Yuki,N,N
A680739,Stewart,N,N
A677163,Beau,N,N
A625782,Tracie,N,Y
A693561,Luna,N,Y
A648775,Daisy,N,Y
A666790,Forest,N,N
A697639,Meatball,N,N
A711696,Bandit,N,N
A677036,Bentley,N,Y
A698511,Chico,N,N
A691793,Cash,N,N
A585692,Harley,N,Y
A680242,Darwen,N,N
A681351,Callie,N,Y
A675362,,N,N
A680006,Hercules,N,N
A676013,Osiris,N,N
A704996,Marisol,N,N
A670637,,N,N
A680143,,N,N
A687738,,N,N
A710322,Leu,N,N
A687496,,N,N
A684655,Artemis,N,N
A695574,Moo Moo,N,N
A662489,Toffee,N,N
A676623,Zane,N,N
A699973,,N,N
A694931,Sweetie,N,N
A701653,Jada,N,Y
A688022,Chewy,N,N
A664068,,N,N
A688136,Jellybean,N,N
A669723,Chloe,N,Y
A678021,,N,N
A666518,,N,N
A666328,,N,N
A621641,Queen,N,N
A672987,,N,N
A695433,,N,N
A717159,Bradley,N,Y
A700815,,N,N
A686398,,N,N
A689342,Harley,N,Y
A710024,,N,N
A720701,,N,N
A515347,Snowball,N,N
A709416,Sampson,N,N
A713264,King,N,N
A677301,,N,N
A663841,Devereaux,N,N
A677481,,N,N
A693174,Sally,N,Y
A690384,,N,N
A698961,Watson,N,N
A682447,,N,N
A668474,,N,N
A699902,Wellington,N,N
A687870,Lucky,N,N
A668441,,N,N
A672599,Maggie,N,Y
A689813,Pamela,Y,Y
A671743,Day,N,N
A682592,Maddie,N,N
A704830,,N,N
A717331,,N,N
A664184,,N,N
A702447,,N,N
A678128,Amber,Y,Y
A720526,Hazel,N,Y
A692404,Coco,N,N
A710166,Melody,N,Y
A702494,Trey,N,N
A718102,Piper,N,Y
A710027,Buster,N,N
A686372,Tea-Tee,N,N
A678470,,N,N
A664378,Raisin,N,N
A716840,Buddy,N,N
A694195,Scooby,N,N
A689097,,N,N
A687721,Minnie,N,Y
A683436,Lilly,N,Y
A701911,Princess,N,N
A699653,Hazel,N,Y
A712602,Zeus,N,N
A707097,Lily,N,Y
A706609,Griffin,N,N
A632706,Chanel,N,N
A713119,,N,N
A718971,Tyson,N,N
A705830,,N,N
A687916,Nash,N,N
A712617,Liberty,N,N
A675363,,N,N
A689974,Avalanche,N,N
A704627,Jimmy,N,Y
A682178,,N,N
A705741,,N,N
A708389,,N,N
A697600,,N,N
A698644,Della,N,Y
A712354,Pearce,N,N
A702302,Lilly,N,Y
A684030,Hugo,N,N
A693863,Tommy,N,Y
A634147,Twixy,N,N
A689553,Corky,N,N
A718291,Tim,N,Y
A657903,Boomer,N,N
A705636,Packard,N,N
A681162,,N,N
A698626,Oscar,N,Y
A669403,,N,N
A714321,,N,N
A692152,Richardson,N,N
A687036,Maya,N,Y
A692020,,N,N
A699517,Max,N,Y
A684408,Charlie,N,Y
A692836,Rhodes,N,N
A704666,,N,N
A704623,Tumblr,N,N
A711054,Kiki,N,N
A570239,Action,N,N
A678047,Abigail,Y,Y
A710518,Azule,N,N
A695258,,N,N
A694178,Harley,N,Y
A710470,Felicia,N,Y
A665560,Bud,N,N
A694406,Star,N,N
A684681,,N,N
A719499,Vega,N,N
A664659,Kira,N,N
A673581,Darla,N,N
A698601,,N,N
A679665,,N,N
A681145,Farley,N,N
A698312,Lukah,N,N
A715361,,N,N
A714224,Honey,N,N
A717054,Beau,N,N
A673602,,N,N
A703799,Sunny,N,N
A608937,Muneca,N,N
A681796,,N,N
A705579,Beckman,N,N
A703165,,N,N
A706461,Squid,N,N
A699554,Dewey 2,N,N
A704592,Doshia,N,N
A703482,Holly,N,Y
A677048,,N,N
A663987,Dodie,N,N
A692468,Tony,N,Y
A687302,Rusty,N,N
A683077,Juan,Y,Y
A700995,Zeppelin,N,N
A690004,,N,N
A664069,,N,N
A694073,Nala,N,N
A691465,River,N,N
A688208,Blynken,N,N
A694346,Finn,N,N
A683548,Deebs,N,N
A719880,,N,N
A714040,Martie,N,N
A684975,Harley,N,Y
A701236,Jack,Y,Y
A696682,Baretta,N,N
A699901,Lily,N,Y
A707508,Gazul,N,N
A680182,Brian,Y,Y
A686899,,N,N
A662863,Lacy,N,N
A672241,Sly,N,N
A691692,Zoey,N,Y
A693751,,N,N
A684426,Lunchbox,N,N
A679650,,N,N
A703426,Leo,N,Y
A671374,,N,N
A713700,,N,N
A650908,Janna,N,N
A669060,,N,N
A686639,Pepper,N,N
A674126,Michael,Y,Y
A708148,Brody,N,Y
A664921,Pookie,N,N
A667383,Olympus,N,N
A674047,Osiris,N,N
A666894,Aidan,N,Y
A687460,Smokey,N,N
A677908,Rainey,N,N
A687558,,N,N
A668416,Romeo,N,N
A714864,Kiki,N,N
A711005,Chesnut,N,N
A679200,Curly Sue,N,N
A719633,,N,N
A673174,Mimi,N,N
A629737,Umi,N,N
A668737,Harley,N,Y
A709136,Toothless,N,N
A709588,Eddie,N,Y
A702662,Poppy,N,N
A712630,Cookie,N,N
A716510,Bella,N,Y
A312005,Harold,Y,Y
A685543,Justin,Y,Y
A684341,Apple,N,N
A607134,Compadre,N,N
A671649,Chupychu,N,N
A656477,Bowser,N,N
A689697,Remy,N,N
A673654,Jill,N,Y
A699945,Daisy,N,Y
A696035,Hank,N,N
A690165,Rudy,N,N
A697790,,N,N
A718442,,N,N
A708859,Sassy,N,N
A683870,,N,N
A707698,,N,N
A707562,,N,N
A677321,Murphy,N,N
A670171,Ringo,N,N
A706079,,N,N
A718096,Chips,N,N
A468026,Junie,N,N
A703070,Banjo,N,N
A709677,Coco,N,N
A672150,Daisy,N,Y
A704782,Frogger,N,N
A682303,,N,N
A703461,Tramp,N,N
A677785,May,N,Y
A681060,,N,N
A687000,Prince,N,N
A689094,,N,N
A663436,Daria,N,N
A702619,,N,N
A678060,,N,N
A683765,Macey,N,N
A705884,Georgina,N,N
A668341,,N,N
A706213,Graham,N,N
A666977,Jeff,N,Y
A678120,Mica,N,N
A669549,Thomas,Y,Y
A696586,Gizmo,N,N
A665218,Crickett,N,N
A683656,,N,N
A676663,Fred,N,Y
A685643,Lexus,N,N
A676777,Remy,N,N
A689959,Izzy,N,N
A668961,,N,N
A666551,Clover,N,N
A699999,Max,N,Y
A711385,Devil,N,N
A676445,Pluto,N,N
A693049,Snow,N,N
A710874,,N,N
A666099,Maggie Mae,N,N
A714005,Shelby,N,Y
A719978,Meadow,N,N
A688934,Dozer,N,N
A685253,,N,N
A686140,Huggy Bear,N,N
A620531,Colt,N,N
A669874,Bella,N,Y
A688031,,N,N
A713051,,N,N
A715025,Tino,N,N
A716063,,N,N
A675430,Maggie,N,Y
A706658,Bandit,N,N
A670253,,N,N
A694672,Xena,N,N
A702701,Pepper,N,N
A687698,Giant,N,N
A705471,Jack,Y,Y
A697352,Toto,N,N
A717103,Herb,N,N
A672256,,N,N
A691251,Bobby,Y,Y
A696862,Sister,N,N
A676438,,N,N
A679498,Teal,N,N
A689232,Duqueza,N,N
A659951,Suzy,N,N
A687502,,N,N
A670751,,N,N
A670611,,N,N
A708739,Loki,N,N
A670980,,N,N
A716369,Smalls,N,N
A684156,Charlie,N,Y
A686303,Nitro,N,N
A683465,,N,N
A665625,Snickers,N,N
A689635,,N,N
A666264,Ash,N,N
A714421,Maddie,N,N
A711065,Chico,N,N
A704968,,N,N
A719668,,N,N
A709507,,N,N
A710526,,N,N
A717757,,N,N
A682759,,N,N
A686576,,N,N
A570181,Perlita,N,N
A710521,Fred,N,Y
A695818,Shadow,N,N
A704768,Marsha,N,Y
A700883,,N,N
A713853,Elly,N,N
A694312,,N,N
A672327,Scarlett,N,Y
A682628,Bernard,N,Y
A712853,Elwood,N,N
A675469,,N,N
A690047,Firulais,N,N
A668522,Taquita,N,N
A678801,Max,N,Y
A695005,,N,N
A707462,,N,N
A664522,Lucy,N,Y
A671749,,N,N
A712398,Miami,N,N
A690194,,N,N
A700235,,N,N
A677872,Peanut,N,N
A706074,,N,N
A717778,Figaro,N,N
A696597,,N,N
A711081,Spanky,N,N
A717115,Ronaldo,N,N
A717772,Socks,N,N
A689682,Magnus,N,N
A711549,Mya,N,Y
A684019,Toby,N,N
A673329,,N,N
A668342,Wilson,N,Y
A713529,Koda,N,N
A689175,Daisy,N,Y
A700658,,N,N
A710375,Lori,Y,Y
A689648,Marley,N,N
A666701,,N,N
A710941,,N,N
A689562,Sheldon,N,N
A689617,,N,N
A687861,Blessing,N,N
A714226,Lars,N,N
A710749,Chiko,N,N
A714273,,N,N
A705031,Bobby,Y,Y
A692339,Canela,N,N
A704827,Lilia,N,N
A674243,Emily,Y,Y
A672756,Tuxedo,N,N
A686173,,N,N
A707917,Cassie,N,Y
A703782,Fritz,N,N
A710132,Estrella,N,N
A715287,Bernabe,N,N
A702580,Baron,N,N
A680314,Lil Sis,N,N
A710337,Dingo Starr,N,N
A693389,Emmie,N,N
A684541,Ryuuko,N,N
A703266,,N,N
A677296,Salliemae,N,N
A710377,,N,N
A684446,,N,N
A688080,,N,N
A673851,Lily,N,Y
A666784,Snowbelle,N,N
A660903,Pepper,N,N
A704004,Jack,Y,Y
A700484,Andy,N,N
A681968,Christie,N,Y
A645673,Precious,N,N
A679072,Rudy,N,N
A665440,Manny,N,N
A709512,,N,N
A719090,Izzy,N,N
A714186,Fergus,N,N
A716808,,N,N
A714587,Jules,N,N
A713446,Odette,N,N
A693198,Basil,N,N
A685969,Riley,N,Y
A711398,River,N,N
A680999,,N,N
A664904,Ringo,N,N
A667095,Sugar,N,N
A703974,Chloe,N,Y
A718578,Penny,N,Y
A701770,,N,N
A680253,Ryanne,N,N
A641317,Grace,Y,Y
A685694,Little One,N,N
A683586,,N,N
A673618,Gracie,N,Y
A718985,,N,N
A677470,Rosemary,N,Y
A711039,,N,N
A665361,Jock,N,N
A704577,Big Cat,N,N
A671492,Buddy,N,N
A694386,Chris,N,Y
A679716,,N,N
A671578,Razor,N,N
A681801,Donny,N,N
A680951,Casey,N,Y
A686582,Socks,N,N
A684168,,N,N
A694807,Boxer,N,N
A657492,Freckles,N,N
A707885,Cody,N,Y
A717858,,N,N
A689902,Lolly,N,N
A712035,Sissy,N,N
A715688,Luna,N,Y
A562621,Scooby,N,N
A665843,Chubbs,N,N
A584553,Dorian,N,N
A675127,,N,N
A664502,,N,N
A693653,Chester,N,Y
A681033,Mcqueen,N,N
A689585,Brownie,N,N
A679433,Polly,N,N
A712132,Rutter,N,N
A682063,Sauerkraut,N,N
A670257,,N,N
A709249,,N,N
A696565,,N,N
A707063,Chulo,N,N
A693156,Grey Boy,N,N
A675667,Daisy,N,Y
A690698,Galleta,N,N
A678742,,N,N
A673128,Star,N,N
A696959,,N,N
A705681,Periwinkle,N,N
A687214,,N,N
A684454,Lovey,N,N
A707681,Dopey,N,N
A687245,,N,N
A701175,,N,N
A673363,,N,N
A679596,Sandy,N,Y
A677190,Whiskey,N,N
A683214,X,N,N
A715689,Chino,N,N
A702221,,N,N
A706598,Mr Eddy,N,N
A674390,Lover,N,N
A697731,,N,N
A706994,Declan,N,Y
A681400,,N,N
A710956,Stewie,N,N
A712055,Kimmy,N,N
A661112,Peggy,N,Y
A706111,,N,N
A701875,,N,N
A711776,Pee Wee,N,N
A673068,Scout,N,N
A665569,Tiki,N,N
A708060,,N,N
A692408,Storm,N,N
A695042,Spike,N,N
A687915,Sammy,N,Y
A676175,Magnus,N,N
A676150,Bobby,Y,Y
A670116,Gracie Bear,N,N
A713191,Chiquita,N,N
A678609,Jasper,N,Y
A665800,Precious,N,N
A678743,,N,N
A719137,,N,N
A711519,,N,N
A677456,Roscoe,N,Y
A707921,Boogie,N,N
A685607,,N,N
A671872,Hera,N,N
A667596,Snickers,N,N
A689321,Zeus,N,N
A680072,Pear,N,N
A686525,,N,N
A693534,Jax,N,N
A674371,Aspen,N,N
A702181,Superhero,N,N
A664150,Pancha,N,N
A710355,,N,N
A679894,,N,N
A720439,Juniper,N,N
A672156,Blue,N,N
A664149,Pip,N,N
A720046,Lucy,N,Y
A695942,Austin,Y,Y
A620599,Starr,N,N
A309829,Petey,N,N
A674490,Princess,N,N
A666883,Amaranth,N,N
A669537,Layla,N,Y
A709503,,N,N
A636828,Boss,N,N
A679668,Mickey,N,N
A670652,Carson,N,Y
A702640,,N,N
A689842,Indigo,N,N
A687749,Scout,N,N
A692477,Dobie,N,N
A700130,Kaden,N,Y
A675129,,N,N
A678562,Lucille Ball,N,N
A664115,Hey Boy,N,N
A684110,,N,N
A675938,,N,N
A706159,Junebug,N,N
A673391,,N,N
A680713,Mary,Y,Y
A672121,Moe,N,N
A718439,Molly,N,Y
A551642,Bowie,N,N
A661691,Izzy,N,N
A694142,Trevor,N,Y
A677029,,N,N
A673886,,N,N
A687795,K.J.,N,N
A677375,Lola,N,Y
A703837,,N,N
A691922,,N,N
A704817,,N,N
A679261,Toonami,N,N
A690852,Brownie,N,N
A703441,Dory,N,N
A705589,Leo,N,Y
A690023,Lolly,N,N
A715478,,N,N
A703116,Wesley,N,Y
A669490,,N,N
A695580,Spider,N,N
A665152,,N,N
A664298,Benvolio,N,N
A703552,Pumpkin,N,N
A681338,Elroy,N,N
A706960,Nellie,N,Y
A705938,Baby Bella,N,N
A685123,Winnie,N,Y
A694342,Wes,N,N
A715596,Zoe,N,Y
A686742,,N,N
A680170,Lily,N,Y
A625381,Mario,N,Y
A703481,,N,N
A718084,Elie-Mae,N,N
A700353,,N,N
A720278,Rose,Y,Y
