"","ID","years"
"2808","A689787",15
"2809","A670197",2
"2810","A675711",13
"2811","A670476",2
"2812","A682282",0
"2813","A640310",4
"2814","A703117",0
"2815","A689351",2
"2816","A717152",0
"2817","A706373",0
"2818","A692016",0
"2819","A716883",3
"2820","A706369",0
"2821","A681482",1
"2822","A712755",0
"2823","A700307",1
"2824","A702929",0
"2825","A679351",0
"2826","A714827",0
"2827","A714649",7
"2828","A666467",0
"2829","A668045",2
"2830","A685885",2
"2831","A692297",5
"2832","A694729",6
"2833","A679774",8
"2834","A680537",0
"2835","A705629",0
"2836","A642027",7
"2837","A708337",0
"2838","A684954",0
"2839","A670439",5
"2840","A718782",4
"2841","A681979",0
"2842","A706771",2
"2843","A669091",6
"2844","A686477",2
"2845","A690539",0
"2846","A689523",2
"2847","A670093",1
"2848","A683261",4
"2849","A670661",3
"2850","A671061",0
"2851","A695775",2
"2852","A685768",4
"2853","A671331",7
"2854","A668726",1
"2855","A692137",1
"2856","A699818",12
"2857","A708042",2
"2858","A669305",1
"2859","A679238",0
"2860","A687162",6
"2861","A696914",1
"2862","A693287",0
"2863","A694987",1
"2864","A706659",0
"2865","A680530",3
"2866","A704662",0
"2867","A682526",2
"2868","A688716",0
"2869","A684686",1
"2870","A710989",0
"2871","A710652",0
"2872","A718785",0
"2873","A709715",0
"2874","A676014",9
"2875","A704975",1
"2876","A663483",3
"2877","A700044",1
"2878","A709358",0
"2879","A678151",1
"2880","A678893",0
"2881","A673958",2
"2882","A684964",0
"2883","A674158",1
"2884","A713403",0
"2885","A689068",0
"2886","A707350",2
"2887","A669097",0
"2888","A665696",2
"2889","A712672",3
"2890","A718026",0
"2891","A714331",1
"2892","A671244",2
"2893","A715718",1
"2894","A678216",0
"2895","A655220",0
"2896","A669736",0
"2897","A698138",1
"2898","A666657",0
"2899","A664634",2
"2900","A712866",8
"2901","A682164",5
"2902","A666555",2
"2903","A712620",1
"2904","A681356",2
"2905","A670962",1
"2906","A685763",2
"2907","A678123",0
"2908","A695178",3
"2909","A715833",1
"2910","A673093",0
"2911","A715801",5
"2912","A702513",0
"2913","A720973",NA
"2914","A680794",4
"2915","A675681",2
"2916","A696336",0
"2917","A674001",1
"2918","A683612",3
"2919","A672886",2
"2920","A678104",0
"2921","A679190",0
"2922","A696185",0
"2923","A667917",0
"2924","A695699",1
"2925","A718503",1
"2926","A672110",4
"2927","A677111",5
"2928","A694063",2
"2929","A686459",0
"2930","A679469",0
"2931","A717592",13
"2932","A701012",2
"2933","A671141",0
"2934","A694291",0
"2935","A704495",0
"2936","A698225",3
"2937","A668560",0
"2938","A703919",0
"2939","A676720",1
"2940","A716877",0
"2941","A698367",7
"2942","A708402",0
"2943","A697025",4
"2944","A710181",1
"2945","A686857",0
"2946","A652492",2
"2947","A673441",5
"2948","A705709",5
"2949","A692581",3
"2950","A688330",0
"2951","A686320",2
"2952","A666596",0
"2953","A708143",0
"2954","A689011",0
"2955","A671294",2
"2956","A671522",1
"2957","A707521",4
"2958","A696821",2
"2959","A678072",0
"2960","A673278",6
"2961","A673705",2
"2962","A718117",4
"2963","A671200",1
"2964","A682370",0
"2965","A701255",9
"2966","A701771",2
"2967","A684100",2
"2968","A678971",14
"2969","A682166",0
"2970","A695725",4
"2971","A675097",10
"2972","A693601",1
"2973","A704117",0
"2974","A665671",0
"2975","A681897",2
"2976","A696567",1
"2977","A686537",5
"2978","A695750",13
"2979","A713405",0
"2980","A692555",8
"2981","A712637",0
"2982","A673218",0
"2983","A707490",0
"2984","A683196",0
"2985","A683566",1
"2986","A694928",1
"2987","A710524",0
"2988","A669115",0
"2989","A697854",10
"2990","A705984",0
"2991","A684264",6
"2992","A667459",0
"2993","A700409",1
"2994","A709198",0
"2995","A718385",7
"2996","A717038",2
"2997","A669006",1
"2998","A700330",1
"2999","A713415",0
"3000","A704794",1
"3001","A717005",2
"3002","A714836",2
"3003","A680555",0
"3004","A680057",0
"3005","A679186",0
"3006","A684091",0
"3007","A695306",1
"3008","A715547",1
"3009","A704110",0
"3010","A651363",1
"3011","A687241",0
"3012","A714695",0
"3013","A716349",0
"3014","A673999",0
"3015","A691096",0
"3016","A717641",3
"3017","A668734",2
"3018","A684419",0
"3019","A701956",1
"3020","A709168",0
"3021","A712229",0
"3022","A687402",0
"3023","A689982",2
"3024","A714355",4
"3025","A708354",0
"3026","A703324",6
"3027","A691598",2
"3028","A714685",0
"3029","A541994",6
"3030","A705531",5
"3031","A688339",0
"3032","A705350",0
"3033","A686451",2
"3034","A682571",0
"3035","A540369",7
"3036","A573350",4
"3037","A665850",5
"3038","A712911",8
"3039","A681589",2
"3040","A693788",0
"3041","A673264",2
"3042","A709527",1
"3043","A706154",0
"3044","A702322",1
"3045","A677985",0
"3046","A708126",2
"3047","A717873",1
"3048","A706254",0
"3049","A667769",3
"3050","A668659",3
"3051","A526238",10
"3052","A685356",5
"3053","A695141",1
"3054","A675408",0
"3055","A685236",0
"3056","A689604",7
"3057","A598335",6
"3058","A667061",0
"3059","A700535",6
"3060","A714854",0
"3061","A677210",0
"3062","A673558",1
"3063","A708524",0
"3064","A306362",13
"3065","A718681",2
"3066","A718592",1
"3067","A673997",5
"3068","A674241",1
"3069","A678394",3
"3070","A696624",0
"3071","A703682",0
"3072","A712336",1
"3073","A676810",0
"3074","A666944",0
"3075","A659667",8
"3076","A711383",2
"3077","A688273",0
"3078","A592009",7
"3079","A664543",11
"3080","A683925",0
"3081","A687259",3
"3082","A707913",1
"3083","A663294",4
"3084","A657389",5
"3085","A685553",0
"3086","A676210",0
"3087","A680316",0
"3088","A697339",0
"3089","A668988",5
"3090","A701198",0
"3091","A692849",5
"3092","A709339",0
"3093","A690112",0
"3094","A689485",0
"3095","A669889",2
"3096","A687796",1
"3097","A692439",2
"3098","A685592",1
"3099","A682374",0
"3100","A506241",7
"3101","A641941",6
"3102","A676226",2
"3103","A665133",0
"3104","A699730",3
"3105","A680533",1
"3106","A695109",0
"3107","A713239",0
"3108","A687713",0
"3109","A687478",0
"3110","A694390",1
"3111","A701763",1
"3112","A430437",10
"3113","A688164",2
"3114","A713577",2
"3115","A711078",6
"3116","A692828",0
"3117","A673569",1
"3118","A713499",6
"3119","A702614",2
"3120","A693162",0
"3121","A588601",7
"3122","A686286",0
"3123","A685078",3
"3124","A701307",2
"3125","A691704",0
"3126","A699293",0
"3127","A713380",1
"3128","A684615",1
"3129","A682422",0
"3130","A694550",3
"3131","A682996",3
"3132","A668174",6
"3133","A702944",0
"3134","A705688",7
"3135","A713013",0
"3136","A692293",0
"3137","A707763",0
"3138","A699442",2
"3139","A713190",1
"3140","A702392",0
"3141","A666873",0
"3142","A674095",1
"3143","A711622",0
"3144","A691625",1
"3145","A696093",0
"3146","A664916",1
"3147","A692898",0
"3148","A691252",4
"3149","A674784",0
"3150","A704142",12
"3151","A682518",0
"3152","A674891",0
"3153","A708747",0
"3154","A668890",0
"3155","A664578",4
"3156","A679651",0
"3157","A652729",0
"3158","A687631",0
"3159","A686397",0
"3160","A677091",0
"3161","A678716",0
"3162","A697927",0
"3163","A713661",2
"3164","A705781",0
"3165","A701937",0
"3166","A679952",0
"3167","A641381",8
"3168","A697230",9
"3169","A682652",0
"3170","A694680",1
"3171","A705950",2
"3172","A718505",3
"3173","A683703",5
"3174","A671669",1
"3175","A667395",7
"3176","A696641",3
"3177","A689236",0
"3178","A701991",5
"3179","A670494",6
"3180","A694432",3
"3181","A704217",0
"3182","A675627",0
"3183","A696399",2
"3184","A691435",0
"3185","A669833",0
"3186","A707460",0
"3187","A671862",0
"3188","A701949",0
"3189","A677621",0
"3190","A679423",4
"3191","A710131",17
"3192","A716988",0
"3193","A711387",2
"3194","A707886",0
"3195","A685157",0
"3196","A702176",0
"3197","A680937",6
"3198","A462504",9
"3199","A709240",0
"3200","A686645",0
"3201","A694791",0
"3202","A707234",2
"3203","A681777",0
"3204","A675065",0
"3205","A705478",0
"3206","A707116",1
"3207","A681262",0
"3208","A718391",10
"3209","A713541",10
"3210","A682404",0
"3211","A713223",6
"3212","A684027",8
"3213","A703216",0
"3214","A690660",5
"3215","A674244",0
"3216","A720888",0
"3217","A711368",0
"3218","A677902",0
"3219","A687674",0
"3220","A716368",0
"3221","A714884",2
"3222","A708828",0
"3223","A703335",2
"3224","A708834",0
"3225","A693022",7
"3226","A566868",1
"3227","A652606",0
"3228","A530460",7
"3229","A713491",0
"3230","A584195",4
"3231","A677087",0
"3232","A706843",3
"3233","A661783",0
"3234","A717131",0
"3235","A703361",0
"3236","A665968",3
"3237","A668712",0
"3238","A681031",0
"3239","A686693",3
"3240","A694072",1
"3241","A708835",0
"3242","A717961",3
"3243","A696598",1
"3244","A666100",9
"3245","A706640",0
"3246","A708900",3
"3247","A703064",0
"3248","A681703",2
"3249","A692811",1
"3250","A664824",5
"3251","A703185",0
"3252","A603239",4
"3253","A720452",1
"3254","A695938",0
"3255","A715163",1
"3256","A708033",1
"3257","A699311",2
"3258","A680813",3
"3259","A705124",2
"3260","A691370",5
"3261","A677961",2
"3262","A693074",3
"3263","A700746",0
"3264","A720232",1
"3265","A670563",1
"3266","A719548",0
"3267","A683345",0
"3268","A681275",0
"3269","A707754",0
"3270","A676625",0
"3271","A673741",2
"3272","A706916",2
"3273","A711828",2
"3274","A701984",0
"3275","A703805",0
"3276","A692420",2
"3277","A698629",2
"3278","A695520",9
"3279","A671390",2
"3280","A700405",0
"3281","A674513",5
"3282","A702658",0
"3283","A706970",7
"3284","A688412",1
"3285","A706388",0
"3286","A705862",0
"3287","A712589",0
"3288","A687959",1
"3289","A697211",1
"3290","A713395",0
"3291","A719609",7
"3292","A684929",7
"3293","A674537",1
"3294","A676543",0
"3295","A664388",0
"3296","A702350",0
"3297","A693524",0
"3298","A703963",0
"3299","A694779",0
"3300","A668417",0
"3301","A669924",2
"3302","A687717",0
"3303","A703526",0
"3304","A675018",1
"3305","A684851",0
"3306","A706738",2
"3307","A698040",1
"3308","A683912",0
"3309","A717637",0
"3310","A716664",0
"3311","A709957",0
"3312","A672795",4
"3313","A700599",12
"3314","A679173",0
"3315","A690992",0
"3316","A691380",2
"3317","A705331",3
"3318","A684282",0
"3319","A694691",0
"3320","A698491",3
"3321","A678093",1
"3322","A702051",3
"3323","A701287",0
"3324","A670680",2
"3325","A679523",1
"3326","A719846",1
"3327","A689839",0
"3328","A683618",0
"3329","A674519",0
"3330","A684350",2
"3331","A716156",2
"3332","A714471",8
"3333","A701218",1
"3334","A719255",0
"3335","A665948",0
"3336","A715709",2
"3337","A679892",1
"3338","A680417",0
"3339","A665459",0
"3340","A710811",4
"3341","A666517",1
"3342","A686599",0
"3343","A607459",4
"3344","A665808",2
"3345","A708832",0
"3346","A696754",1
"3347","A714635",1
"3348","A679751",0
"3349","A708461",2
"3350","A716655",0
"3351","A699673",1
"3352","A686360",0
"3353","A709357",1
"3354","A702398",0
"3355","A688207",0
"3356","A703382",1
"3357","A702836",0
"3358","A673833",3
"3359","A669365",0
"3360","A714837",0
"3361","A710620",0
"3362","A694290",1
"3363","A714723",0
"3364","A669884",0
"3365","A698922",7
"3366","A674718",2
"3367","A719292",0
"3368","A667225",9
"3369","A538360",9
"3370","A674568",3
"3371","A704557",2
"3372","A671535",0
"3373","A711906",12
"3374","A678205",0
"3375","A694204",0
"3376","A712386",0
"3377","A692938",8
"3378","A683079",0
"3379","A682360",2
"3380","A682057",0
"3381","A689019",0
"3382","A682345",0
"3383","A700192",2
"3384","A683207",1
"3385","A687733",0
"3386","A664386",12
"3387","A432197",8
"3388","A687511",0
"3389","A683071",0
"3390","A690518",0
"3391","A667863",0
"3392","A675194",2
"3393","A711452",0
"3394","A686920",3
"3395","A672654",6
"3396","A665595",0
"3397","A676073",0
"3398","A713438",0
"3399","A685275",4
"3400","A681406",0
"3401","A689933",0
"3402","A683021",3
"3403","A691428",0
"3404","A696949",12
"3405","A636427",2
"3406","A718173",0
"3407","A665640",0
"3408","A706202",0
"3409","A686229",3
"3410","A690371",2
"3411","A683744",0
"3412","A673439",0
"3413","A707964",2
"3414","A533106",7
"3415","A659341",9
"3416","A535700",9
"3417","A680353",0
"3418","A681710",0
"3419","A685223",6
"3420","A702464",3
"3421","A647945",6
"3422","A719256",0
"3423","A703530",12
"3424","A702490",0
"3425","A694867",10
"3426","A678789",2
"3427","A714789",0
"3428","A711737",0
"3429","A720040",1
"3430","A718451",2
"3431","A696600",2
"3432","A706339",0
"3433","A686007",2
"3434","A692905",0
"3435","A720939",1
"3436","A682375",5
"3437","A714214",0
"3438","A695542",1
"3439","A678181",1
"3440","A706670",2
"3441","A704509",1
"3442","A675168",1
"3443","A683212",1
"3444","A669174",6
"3445","A686869",0
"3446","A696101",12
"3447","A675802",0
"3448","A714703",0
"3449","A663901",1
"3450","A719271",0
"3451","A695539",1
"3452","A715694",0
"3453","A704227",0
"3454","A682459",2
"3455","A694980",1
"3456","A335182",10
"3457","A674094",3
"3458","A695613",11
"3459","A710998",1
"3460","A619073",3
"3461","A670432",3
"3462","A664875",5
"3463","A700108",1
"3464","A711225",0
"3465","A715310",2
"3466","A675481",0
"3467","A710350",0
"3468","A672198",6
"3469","A700008",1
"3470","A674150",9
"3471","A690037",2
"3472","A712323",0
"3473","A713770",5
"3474","A678941",0
"3475","A678863",0
"3476","A711810",0
"3477","A671318",0
"3478","A685375",0
"3479","A709470",0
"3480","A683241",1
"3481","A719392",0
"3482","A692366",0
"3483","A687228",3
"3484","A666016",0
"3485","A564660",6
"3486","A711727",0
"3487","A275975",11
"3488","A662554",0
"3489","A684355",0
"3490","A718012",0
"3491","A715234",2
"3492","A705489",0
"3493","A680890",2
"3494","A712260",0
"3495","A672956",9
"3496","A680413",0
"3497","A707545",0
"3498","A682707",2
"3499","A502315",8
"3500","A706859",5
"3501","A704169",0
"3502","A693637",0
"3503","A691377",2
"3504","A676142",2
"3505","A710995",5
"3506","A713004",0
"3507","A706672",0
"3508","A676624",0
"3509","A662574",3
"3510","A711703",1
"3511","A700811",4
"3512","A672777",15
"3513","A668438",2
"3514","A695916",2
"3515","A685175",1
"3516","A702961",2
"3517","A228887",12
"3518","A693753",0
"3519","A695338",2
"3520","A649065",2
"3521","A645837",2
"3522","A708837",1
"3523","A673492",0
"3524","A712437",0
"3525","A681510",7
"3526","A714358",0
"3527","A720351",8
"3528","A694562",0
"3529","A684159",3
"3530","A693652",1
"3531","A691273",0
"3532","A686325",0
"3533","A686403",5
"3534","A711002",0
"3535","A701272",0
"3536","A653755",2
"3537","A674043",4
"3538","A663055",1
"3539","A684716",1
"3540","A665911",0
"3541","A665162",2
"3542","A708849",1
"3543","A690123",0
"3544","A688827",8
"3545","A706148",2
"3546","A681860",1
"3547","A693129",0
"3548","A685072",0
"3549","A720250",1
"3550","A670448",1
"3551","A713532",0
"3552","A692970",14
"3553","A658616",7
"3554","A626851",4
"3555","A630752",1
"3556","A701256",3
"3557","A693465",1
"3558","A702429",2
"3559","A648672",4
"3560","A711379",2
"3561","A702422",0
"3562","A719398",3
"3563","A593567",5
"3564","A669580",13
"3565","A720686",0
"3566","A679526",1
"3567","A707399",2
"3568","A664697",0
"3569","A696118",4
"3570","A671023",3
"3571","A688889",3
"3572","A662100",4
"3573","A672589",10
"3574","A682504",2
"3575","A683353",0
"3576","A679722",0
"3577","A673717",9
"3578","A703832",2
"3579","A713006",0
"3580","A711844",11
"3581","A675104",1
"3582","A696648",0
"3583","A712936",1
"3584","A701093",2
"3585","A679895",3
"3586","A704076",9
"3587","A707818",0
"3588","A665496",3
"3589","A662219",0
"3590","A685601",0
"3591","A720607",1
"3592","A713336",1
"3593","A688659",0
"3594","A707579",1
"3595","A669643",0
"3596","A685868",0
"3597","A680035",2
"3598","A699027",10
"3599","A645251",1
"3600","A670148",0
"3601","A692110",2
"3602","A686539",0
"3603","A644507",5
"3604","A698946",3
"3605","A681431",5
"3606","A712007",0
"3607","A682468",0
"3608","A665551",1
"3609","A689248",0
"3610","A679734",0
"3611","A704428",0
"3612","A671413",2
"3613","A677717",10
"3614","A696142",5
"3615","A665583",2
"3616","A674508",8
"3617","A684041",4
"3618","A719861",0
"3619","A711389",0
"3620","A710487",0
"3621","A669002",0
"3622","A696049",6
"3623","A685101",1
"3624","A718737",2
"3625","A695180",2
"3626","A703248",0
"3627","A712450",0
"3628","A524680",7
"3629","A663930",3
"3630","A695674",4
"3631","A712644",10
"3632","A682943",0
"3633","A695691",1
"3634","A698376",0
"3635","A681570",0
"3636","A678198",0
"3637","A701722",0
"3638","A691834",1
"3639","A663879",1
"3640","A665593",3
"3641","A678697",3
"3642","A689737",0
"3643","A667328",0
"3644","A646964",1
"3645","A700691",0
"3646","A672397",2
"3647","A718227",0
"3648","A504280",6
"3649","A707889",0
"3650","A705178",0
"3651","A680476",1
"3652","A670199",2
"3653","A694991",2
"3654","A681150",3
"3655","A693879",1
"3656","A679770",1
"3657","A700413",0
"3658","A711063",5
"3659","A702707",0
"3660","A667812",1
"3661","A717154",0
"3662","A690919",0
"3663","A687278",0
"3664","A649776",1
"3665","A662104",3
"3666","A703374",2
"3667","A718589",4
"3668","A703792",14
"3669","A700796",0
"3670","A690754",0
"3671","A684113",1
"3672","A668528",0
"3673","A704160",7
"3674","A662776",1
"3675","A670729",0
"3676","A669978",1
"3677","A712284",0
"3678","A718346",2
"3679","A705148",1
"3680","A651258",1
"3681","A713536",2
"3682","A679773",8
"3683","A666660",2
"3684","A707000",0
"3685","A684401",0
"3686","A669710",0
"3687","A713533",1
"3688","A717244",2
"3689","A668702",0
"3690","A719622",2
"3691","A677782",0
"3692","A665582",0
"3693","A664965",0
"3694","A712111",0
"3695","A685302",1
"3696","A670723",3
"3697","A714043",0
"3698","A715589",10
"3699","A699526",0
"3700","A680553",0
"3701","A706157",0
"3702","A662308",2
"3703","A535124",5
"3704","A683910",0
"3705","A680668",2
"3706","A660607",4
"3707","A666267",3
"3708","A677564",0
"3709","A676407",2
"3710","A685958",0
"3711","A711917",2
"3712","A690551",2
"3713","A716411",1
"3714","A712800",0
"3715","A689222",0
"3716","A681723",0
"3717","A702095",0
"3718","A664038",0
"3719","A717700",1
"3720","A675012",1
"3721","A660413",4
"3722","A694466",1
"3723","A544109",7
"3724","A672286",10
"3725","A664163",1
"3726","A711082",3
"3727","A694163",1
"3728","A702943",0
"3729","A719201",0
"3730","A716596",0
"3731","A689190",1
"3732","A713966",0
"3733","A685363",0
"3734","A706850",0
"3735","A669162",10
"3736","A687281",0
"3737","A679965",1
"3738","A682472",0
"3739","A701119",0
"3740","A677475",0
"3741","A670085",5
"3742","A670638",0
"3743","A689403",6
"3744","A667927",0
"3745","A715376",3
"3746","A694065",4
"3747","A699072",1
"3748","A718458",2
"3749","A712449",0
"3750","A696798",1
"3751","A687765",0
"3752","A677834",3
"3753","A687926",0
"3754","A629706",5
"3755","A702478",0
"3756","A677907",4
"3757","A698335",10
"3758","A689171",0
"3759","A711779",1
"3760","A666306",8
"3761","A713969",12
"3762","A702749",0
"3763","A714335",0
"3764","A686528",4
"3765","A687552",0
"3766","A699376",2
"3767","A720820",NA
"3768","A690213",1
"3769","A688910",3
"3770","A683804",1
"3771","A688087",0
"3772","A667177",5
"3773","A354597",10
"3774","A606120",4
"3775","A644852",9
"3776","A681826",2
"3777","A455146",10
"3778","A675423",0
"3779","A609206",4
"3780","A699219",3
"3781","A666985",0
"3782","A669191",0
"3783","A700842",12
"3784","A529648",9
"3785","A666925",0
"3786","A715028",1
"3787","A666388",5
"3788","A684122",12
"3789","A679119",0
"3790","A675125",1
"3791","A720221",2
"3792","A686330",0
"3793","A700136",0
"3794","A670075",6
"3795","A690530",2
"3796","A709328",0
"3797","A718401",0
"3798","A716318",2
"3799","A708815",1
"3800","A619960",6
"3801","A692430",8
"3802","A707866",0
"3803","A694441",2
"3804","A671346",3
"3805","A680531",0
"3806","A669268",0
"3807","A688032",1
"3808","A695355",1
"3809","A701758",2
"3810","A690538",0
"3811","A706652",4
"3812","A698311",1
"3813","A665885",0
"3814","A539175",5
"3815","A683659",2
"3816","A703776",2
"3817","A662532",0
"3818","A692873",0
"3819","A702918",2
"3820","A609622",8
"3821","A715804",2
"3822","A687515",0
"3823","A710921",12
"3824","A706036",0
"3825","A673860",0
"3826","A688631",1
"3827","A702029",3
"3828","A668781",4
"3829","A703585",0
"3830","A706570",0
"3831","A690119",0
"3832","A711382",0
"3833","A689178",0
"3834","A694365",2
"3835","A666355",0
"3836","A664890",2
"3837","A706511",1
"3838","A711276",0
"3839","A713043",3
"3840","A718882",1
"3841","A679632",0
"3842","A714959",0
"3843","A700702",2
"3844","A713369",0
"3845","A709400",2
"3846","A700791",6
"3847","A682169",8
"3848","A667892",1
"3849","A699401",8
"3850","A700607",0
"3851","A692964",0
"3852","A680437",1
"3853","A666541",6
"3854","A680479",1
"3855","A676634",4
"3856","A714829",0
"3857","A664257",4
"3858","A688231",1
"3859","A658799",1
"3860","A719129",1
"3861","A523114",7
"3862","A668358",1
"3863","A664686",2
"3864","A688868",0
"3865","A672383",1
"3866","A715515",0
"3867","A690421",4
"3868","A713278",2
"3869","A697810",1
"3870","A676730",0
"3871","A669980",8
"3872","A699399",2
"3873","A720463",3
"3874","A719483",0
"3875","A666617",2
"3876","A721076",NA
"3877","A706449",0
"3878","A669545",0
"3879","A681158",4
"3880","A712560",1
"3881","A716569",1
"3882","A668688",0
"3883","A665883",1
"3884","A671306",0
"3885","A696681",1
"3886","A674151",1
"3887","A705927",0
"3888","A661639",2
"3889","A695649",0
"3890","A690644",0
"3891","A703170",0
"3892","A711406",0
"3893","A702960",1
"3894","A687248",1
"3895","A693506",1
"3896","A714568",2
"3897","A709946",1
"3898","A682728",1
"3899","A673944",4
"3900","A687675",1
"3901","A689515",3
"3902","A697891",1
"3903","A715555",0
"3904","A681216",0
"3905","A671586",0
"3906","A695345",3
"3907","A674587",8
"3908","A670708",1
"3909","A699553",9
"3910","A565188",6
"3911","A695286",0
"3912","A700663",2
"3913","A700488",6
"3914","A678414",4
"3915","A688061",0
"3916","A665325",0
"3917","A683242",1
"3918","A676728",0
"3919","A715954",1
"3920","A719786",2
"3921","A711798",0
"3922","A710040",1
"3923","A691266",0
"3924","A690049",2
"3925","A679397",0
"3926","A674356",0
"3927","A697255",2
"3928","A696966",2
"3929","A702643",4
"3930","A712217",0
"3931","A701333",0
"3932","A658976",0
"3933","A708772",1
"3934","A692942",1
"3935","A684554",0
"3936","A712493",5
"3937","A681364",0
"3938","A698504",3
"3939","A716544",0
"3940","A703605",0
"3941","A708841",0
"3942","A682969",0
"3943","A683245",6
"3944","A666302",9
"3945","A693293",8
"3946","A678276",3
"3947","A706690",0
"3948","A692138",12
"3949","A703637",0
"3950","A717126",13
"3951","A674651",0
"3952","A714223",0
"3953","A676898",2
"3954","A681147",0
"3955","A707812",7
"3956","A664464",1
"3957","A683307",1
"3958","A685177",0
"3959","A669808",3
"3960","A676237",0
"3961","A674113",2
"3962","A684065",6
"3963","A672016",10
"3964","A720614",2
"3965","A669839",4
"3966","A685067",0
"3967","A665622",1
"3968","A715045",2
"3969","A674786",6
"3970","A682857",1
"3971","A679165",1
"3972","A447896",11
"3973","A711168",2
"3974","A717181",2
"3975","A703867",0
"3976","A634209",4
"3977","A571229",7
"3978","A694552",15
"3979","A712836",0
"3980","A716906",0
"3981","A714488",4
"3982","A676926",0
"3983","A670801",0
"3984","A714368",0
"3985","A698469",10
"3986","A678327",13
"3987","A678748",0
"3988","A696110",5
"3989","A640516",3
"3990","A669198",2
"3991","A683515",0
"3992","A713836",15
"3993","A703533",0
"3994","A648044",1
"3995","A682941",3
"3996","A714079",4
"3997","A718417",2
"3998","A681208",2
"3999","A675617",8
"4000","A721029",2
"4001","A710419",2
"4002","A671854",6
"4003","A714199",0
"4004","A679033",0
"4005","A713504",0
"4006","A701242",0
"4007","A684361",0
"4008","A686849",3
"4009","A688481",0
"4010","A671216",1
"4011","A711011",0
"4012","A695187",0
"4013","A687843",2
"4014","A678052",0
"4015","A682357",2
"4016","A664552",0
"4017","A702259",0
"4018","A678333",2
"4019","A691880",0
"4020","A686753",0
"4021","A461224",8
"4022","A711250",0
"4023","A610763",10
"4024","A683748",0
"4025","A666923",1
"4026","A696517",2
"4027","A582875",5
"4028","A682216",0
"4029","A685972",0
"4030","A700276",0
"4031","A692064",0
"4032","A713919",0
"4033","A683640",0
"4034","A677728",0
"4035","A718546",0
"4036","A564837",5
"4037","A701832",0
"4038","A694524",1
"4039","A681624",0
"4040","A684106",0
"4041","A698813",2
"4042","A672213",2
"4043","A692491",0
"4044","A687375",0
"4045","A679202",0
"4046","A699167",7
"4047","A573797",3
"4048","A680750",0
"4049","A669926",0
"4050","A713459",2
"4051","A665306",0
"4052","A677783",0
"4053","A704885",0
"4054","A685706",0
"4055","A564443",5
"4056","A687869",5
"4057","A651873",5
"4058","A709915",0
"4059","A676673",0
"4060","A697539",0
"4061","A694782",3
"4062","A680711",1
"4063","A683140",0
"4064","A674068",9
"4065","A659904",6
"4066","A679755",0
"4067","A711919",6
"4068","A665372",0
"4069","A703287",1
"4070","A677881",3
"4071","A679381",1
"4072","A698301",2
"4073","A681387",1
"4074","A681537",0
"4075","A666613",0
"4076","A703174",0
"4077","A686890",0
"4078","A712278",1
"4079","A675349",0
"4080","A661250",1
"4081","A681289",2
"4082","A626087",9
"4083","A705400",0
"4084","A699506",0
"4085","A694727",3
"4086","A711782",0
"4087","A692926",11
"4088","A696444",1
"4089","A653813",14
"4090","A705504",0
"4091","A704759",10
"4092","A691619",1
"4093","A663646",3
"4094","A705211",2
"4095","A705810",1
"4096","A719831",5
"4097","A675789",2
"4098","A715297",0
"4099","A718270",2
"4100","A702861",2
"4101","A679842",8
"4102","A615748",5
"4103","A669583",2
"4104","A699739",1
"4105","A665650",1
"4106","A601518",4
"4107","A668347",0
"4108","A698815",0
"4109","A708718",2
"4110","A671874",2
"4111","A719325",0
"4112","A714165",2
"4113","A680652",3
"4114","A701739",0
"4115","A712527",0
"4116","A674868",3
"4117","A694840",0
"4118","A708823",1
"4119","A665807",3
"4120","A710280",0
"4121","A707192",0
"4122","A707600",0
"4123","A701262",0
"4124","A682803",0
"4125","A697486",1
"4126","A662735",1
"4127","A507557",6
"4128","A696446",0
"4129","A697189",2
"4130","A664371",0
"4131","A670013",2
"4132","A672336",2
"4133","A652774",0
"4134","A670623",15
"4135","A678107",15
"4136","A676490",1
"4137","A710616",0
"4138","A715180",0
"4139","A691518",3
"4140","A697786",0
"4141","A684513",0
"4142","A714498",0
"4143","A662326",0
"4144","A680054",6
"4145","A715769",14
"4146","A690954",0
"4147","A672111",5
"4148","A665785",3
"4149","A669459",2
"4150","A717892",6
"4151","A705220",4
"4152","A703937",2
"4153","A706869",0
"4154","A705355",0
"4155","A683075",2
"4156","A696332",0
"4157","A716409",6
"4158","A710211",10
"4159","A705496",0
"4160","A694481",5
"4161","A684461",15
"4162","A670762",2
"4163","A669718",0
"4164","A681775",0
"4165","A683733",0
"4166","A701977",0
"4167","A711825",0
"4168","A656539",1
"4169","A568438",4
"4170","A709720",0
"4171","A666087",0
"4172","A666869",1
"4173","A678405",2
"4174","A632004",4
"4175","A697851",10
"4176","A706501",9
"4177","A707052",0
"4178","A702748",0
"4179","A671089",0
"4180","A668220",0
"4181","A671009",0
"4182","A698418",2
"4183","A694168",4
"4184","A667748",4
"4185","A698111",2
"4186","A674526",1
"4187","A669405",0
"4188","A686744",0
"4189","A676785",1
"4190","A598212",6
"4191","A678215",0
"4192","A667464",1
"4193","A691125",0
"4194","A686559",5
"4195","A718280",1
"4196","A664421",5
"4197","A720173",0
"4198","A683619",0
"4199","A719077",0
"4200","A719708",3
"4201","A667959",2
"4202","A718610",0
"4203","A695276",0
"4204","A707936",1
"4205","A669105",2
