"","Name","AnimalID","sentiment_score","sentiment_desc"
"8349","Asner","A718313",0,"Neutral"
"8350","Asparagus","A715039",0,"Neutral"
"8351","Aspen","A674371",0,"Neutral"
"8352","Aspen","A672192",0,"Neutral"
"8353","Aspen","A681897",0,"Neutral"
"8354","Aspen","A707789",0,"Neutral"
"8355","Aspen","A674305",0,"Neutral"
"8356","Aspen","A713713",0,"Neutral"
"8357","Assam","A703172",0,"Neutral"
"8358","Assassin","A346599",-1,"Negative"
"8359","Aster","A680733",0,"Neutral"
"8360","Aster","A685109",0,"Neutral"
"8361","Aster","A672264",0,"Neutral"
"8362","Asti","A664267",0,"Neutral"
"8363","Astro","A677637",0,"Neutral"
"8364","Astro","A715643",0,"Neutral"
"8365","Astro","A696873",0,"Neutral"
"8366","Astro","A673535",0,"Neutral"
"8367","Astro","A677844",0,"Neutral"
"8368","Astro","A698104",0,"Neutral"
"8369","Astro","A672507",0,"Neutral"
"8370","Asuna","A693320",0,"Neutral"
"8371","Athena","A682367",0,"Neutral"
"8372","Athena","A691296",0,"Neutral"
"8373","Athena","A700177",0,"Neutral"
"8374","Athena","A718755",0,"Neutral"
"8375","Athena","A538585",0,"Neutral"
"8376","Athena","A706255",0,"Neutral"
"8377","Athena","A709294",0,"Neutral"
"8378","Athena","A658787",0,"Neutral"
"8379","Athena","A717073",0,"Neutral"
"8380","Athena","A702614",0,"Neutral"
"8381","Athena","A713490",0,"Neutral"
"8382","Athena","A683781",0,"Neutral"
"8383","Athena","A693081",0,"Neutral"
"8384","Athena","A702011",0,"Neutral"
"8385","Athena","A677257",0,"Neutral"
"8386","Athena","A677607",0,"Neutral"
"8387","Athena","A708998",0,"Neutral"
"8388","Athena","A709539",0,"Neutral"
"8389","Athena","A706568",0,"Neutral"
"8390","Athos","A667197",0,"Neutral"
"8391","Atlas","A701667",0,"Neutral"
"8392","Atlas","A716168",0,"Neutral"
"8393","Atreyu","A417622",0,"Neutral"
"8394","Atticus","A710296",0,"Neutral"
"8395","Atticus","A665552",0,"Neutral"
"8396","Atticus","A718238",0,"Neutral"
"8397","Atticus","A669162",0,"Neutral"
"8398","Atticus","A700463",0,"Neutral"
"8399","Aubry","A702453",0,"Neutral"
"8400","Audi","A710729",0,"Neutral"
"8401","Audra","A699086",0,"Neutral"
"8402","Audrey","A693604",0,"Neutral"
"8403","Audrey","A713321",0,"Neutral"
"8404","Audrey","A680827",0,"Neutral"
"8405","Auggie","A684503",0,"Neutral"
"8406","Auggie","A597417",0,"Neutral"
"8407","August","A695215",1,"Positive"
"8408","August","A683365",1,"Positive"
"8409","August","A700278",1,"Positive"
"8410","August","A666444",1,"Positive"
"8411","Augustus","A691024",0,"Neutral"
"8412","Augustus","A692051",0,"Neutral"
"8413","Augustus","A691567",0,"Neutral"
"8414","Aura","A715648",1,"Positive"
"8415","Aurora","A705422",0,"Neutral"
"8416","Aurora","A643153",0,"Neutral"
"8417","Aurora","A694325",0,"Neutral"
"8418","Aurora","A669839",0,"Neutral"
"8419","Aurora","A704393",0,"Neutral"
"8420","Aurora","A714218",0,"Neutral"
"8421","Auslyn","A694651",0,"Neutral"
"8422","Aussimoon","A669456",0,"Neutral"
"8423","Austen","A715502",0,"Neutral"
"8424","Austen","A701091",0,"Neutral"
"8425","Austin","A700901",0,"Neutral"
"8426","Austin","A588789",0,"Neutral"
"8427","Austin","A697487",0,"Neutral"
"8428","Austin","A669930",0,"Neutral"
"8429","Austin","A632012",0,"Neutral"
"8430","Austin","A662557",0,"Neutral"
"8431","Austin","A696163",0,"Neutral"
"8432","Austin","A695942",0,"Neutral"
"8433","Austin","A672111",0,"Neutral"
"8434","Austin","A662227",0,"Neutral"
"8435","Austin","A664963",0,"Neutral"
"8436","Austin","A663692",0,"Neutral"
"8437","Austin","A712792",0,"Neutral"
"8438","Austin","A673659",0,"Neutral"
"8439","Austin","A673525",0,"Neutral"
"8440","Austin","A597131",0,"Neutral"
"8441","Austin","A687043",0,"Neutral"
"8442","Austin","A704955",0,"Neutral"
"8443","Austin","A715676",0,"Neutral"
"8444","Austin","A700287",0,"Neutral"
"8445","Austin","A695923",0,"Neutral"
"8446","Autie","A698288",0,"Neutral"
"8447","Autumn","A691571",0,"Neutral"
"8448","Autumn","A569821",0,"Neutral"
"8449","Autumn","A706164",0,"Neutral"
"8450","Autumn","A690638",0,"Neutral"
"8451","Autumn","A697419",0,"Neutral"
"8452","Autumn","A713689",0,"Neutral"
"8453","Autumn","A711461",0,"Neutral"
"8454","Autumn","A712802",0,"Neutral"
"8455","Ava","A667188",0,"Neutral"
"8456","Ava","A697123",0,"Neutral"
"8457","Ava","A704798",0,"Neutral"
"8458","Ava","A666479",0,"Neutral"
"8459","Ava","A672161",0,"Neutral"
"8460","Ava","A715163",0,"Neutral"
"8461","Ava","A706452",0,"Neutral"
"8462","Ava","A702537",0,"Neutral"
"8463","Ava","A686394",0,"Neutral"
"8464","Ava","A707651",0,"Neutral"
"8465","Avaddon","A691838",0,"Neutral"
"8466","Avalak","A704325",0,"Neutral"
"8467","Avalanche","A689974",-1,"Negative"
"8468","Avery","A698393",0,"Neutral"
"8469","Avery","A691552",0,"Neutral"
"8470","Avery","A664537",0,"Neutral"
"8471","Avery","A675858",0,"Neutral"
"8472","Avery","A700113",0,"Neutral"
"8473","Avery","A695292",0,"Neutral"
"8474","Avery","A680955",0,"Neutral"
"8475","Avery","A688428",0,"Neutral"
"8476","Avery Grace","A718105",1,"Positive"
"8477","Avery Mae","A700018",0,"Neutral"
"8478","Axel","A702813",0,"Neutral"
"8479","Axel","A720466",0,"Neutral"
"8480","Axel","A703340",0,"Neutral"
"8481","Axel","A720901",0,"Neutral"
"8482","Axel","A679013",0,"Neutral"
"8483","Axel","A699871",0,"Neutral"
"8484","Axel","A675845",0,"Neutral"
"8485","Axel","A698590",0,"Neutral"
"8486","Axel","A695605",0,"Neutral"
"8487","Axel","A668893",0,"Neutral"
"8488","Axel","A691542",0,"Neutral"
"8489","Axle","A624949",0,"Neutral"
"8490","Axle","A692229",0,"Neutral"
"8491","Aya","A674971",0,"Neutral"
"8492","Ayo","A702339",0,"Neutral"
"8493","Azia","A682953",0,"Neutral"
"8494","Aziz","A700417",0,"Neutral"
"8495","Aztec","A660458",0,"Neutral"
"8496","Azteca","A698629",0,"Neutral"
"8497","Azucar","A712336",0,"Neutral"
"8498","Azul","A664356",0,"Neutral"
"8499","Azul","A689157",0,"Neutral"
"8500","Azul","A718109",0,"Neutral"
"8501","Azul","A705174",0,"Neutral"
"8502","Azul","A701937",0,"Neutral"
"8503","Azul","A698801",0,"Neutral"
"8504","Azul","A686649",0,"Neutral"
"8505","Azula","A664547",0,"Neutral"
"8506","Azula","A707509",0,"Neutral"
"8507","Azule","A710518",0,"Neutral"
"8508","Azure","A667007",0,"Neutral"
"8509","Azure","A704900",0,"Neutral"
"8510","B","A713760",0,"Neutral"
"8511","B","A644852",0,"Neutral"
"8512","B","A715232",0,"Neutral"
"8513","B. Dog","A677647",0,"Neutral"
"8514","B.C.","A715321",0,"Neutral"
"8515","B.G.","A673111",0,"Neutral"
"8516","B.J.","A697413",0,"Neutral"
"8517","B.J.","A674857",0,"Neutral"
"8518","Babaloo","A668421",0,"Neutral"
"8519","Babalou","A711069",0,"Neutral"
"8520","Babe","A672004",0,"Neutral"
"8521","Babe","A682799",0,"Neutral"
"8522","Babe","A684893",0,"Neutral"
"8523","Babs","A706061",0,"Neutral"
"8524","Babs","A691718",0,"Neutral"
"8525","Babs","A672185",0,"Neutral"
"8526","Babs","A719483",0,"Neutral"
"8527","Baby","A719733",1,"Positive"
"8528","Baby","A718280",1,"Positive"
"8529","Baby","A665567",1,"Positive"
"8530","Baby","A609206",1,"Positive"
"8531","Baby","A695007",1,"Positive"
"8532","Baby","A661104",1,"Positive"
"8533","Baby","A628086",1,"Positive"
"8534","Baby","A678196",1,"Positive"
"8535","Baby","A715304",1,"Positive"
"8536","Baby","A693936",1,"Positive"
"8537","Baby","A682964",1,"Positive"
"8538","Baby","A691488",1,"Positive"
"8539","Baby","A673343",1,"Positive"
"8540","Baby","A673950",1,"Positive"
"8541","Baby","A713954",1,"Positive"
"8542","Baby","A718437",1,"Positive"
"8543","Baby","A673082",1,"Positive"
"8544","Baby","A603621",1,"Positive"
"8545","Baby","A616295",1,"Positive"
"8546","Baby","A682983",1,"Positive"
"8547","Baby","A648134",1,"Positive"
"8548","Baby","A712662",1,"Positive"
"8549","Baby","A690283",1,"Positive"
"8550","Baby","A717671",1,"Positive"
"8551","Baby","A685339",1,"Positive"
"8552","Baby 2","A691410",1,"Positive"
"8553","Baby Bear","A361391",1,"Positive"
"8554","Baby Bear","A716081",1,"Positive"
"8555","Baby Bella","A705938",1,"Positive"
"8556","Baby Blue","A687458",1,"Positive"
"8557","Baby Boy","A583676",1,"Positive"
"8558","Baby Boy","A665629",1,"Positive"
"8559","Baby Cat","A699470",1,"Positive"
"8560","Baby Cow","A681158",1,"Positive"
"8561","Baby Doll","A682838",1,"Positive"
"8562","Baby Elic","A665156",1,"Positive"
"8563","Baby Girl","A705390",1,"Positive"
"8564","Baby Girl","A711366",1,"Positive"
"8565","Baby Girl","A660814",1,"Positive"
"8566","Baby Girl","A717079",1,"Positive"
"8567","Baby Girl","A663833",1,"Positive"
"8568","Baby Girl","A695969",1,"Positive"
"8569","Baby Girl","A700649",1,"Positive"
"8570","Baby Girl","A664540",1,"Positive"
"8571","Baby Girl","A706991",1,"Positive"
"8572","Baby Girl","A677834",1,"Positive"
"8573","Baby Girl","A668220",1,"Positive"
"8574","Baby Kitty","A704133",1,"Positive"
"8575","Baby Princes","A684344",1,"Positive"
"8576","Babyruth","A699036",0,"Neutral"
"8577","Bacardi","A673933",0,"Neutral"
"8578","Bach","A444115",0,"Neutral"
"8579","Bach","A680420",0,"Neutral"
"8580","Backlash","A700149",0,"Neutral"
"8581","Bacon","A698490",0,"Neutral"
"8582","Bacon","A705349",0,"Neutral"
"8583","Bad Boy","A710308",-1,"Negative"
"8584","Badger","A706069",-1,"Negative"
"8585","Badger","A718412",-1,"Negative"
"8586","Bagel","A713310",0,"Neutral"
"8587","Bagel","A715872",0,"Neutral"
"8588","Bagheera","A713280",0,"Neutral"
"8589","Baguette","A708014",0,"Neutral"
"8590","Bahgeera","A609693",0,"Neutral"
"8591","Bahkara","A693930",0,"Neutral"
"8592","Bailee","A695339",0,"Neutral"
"8593","Bailey","A669463",0,"Neutral"
"8594","Bailey","A702178",0,"Neutral"
"8595","Bailey","A710922",0,"Neutral"
"8596","Bailey","A699345",0,"Neutral"
"8597","Bailey","A707968",0,"Neutral"
"8598","Bailey","A709609",0,"Neutral"
"8599","Bailey","A674327",0,"Neutral"
"8600","Bailey","A716747",0,"Neutral"
"8601","Bailey","A702342",0,"Neutral"
"8602","Bailey","A711428",0,"Neutral"
"8603","Bailey","A701784",0,"Neutral"
"8604","Bailey","A699815",0,"Neutral"
"8605","Bailey","A707723",0,"Neutral"
"8606","Bailey","A719672",0,"Neutral"
"8607","Bailey","A694393",0,"Neutral"
"8608","Bailey","A706884",0,"Neutral"
"8609","Bailey","A692491",0,"Neutral"
"8610","Bailey","A666350",0,"Neutral"
"8611","Bailey","A663781",0,"Neutral"
"8612","Bailey","A696185",0,"Neutral"
"8613","Bailey","A718046",0,"Neutral"
"8614","Bailey","A690007",0,"Neutral"
"8615","Bailey","A692430",0,"Neutral"
"8616","Bailey","A699918",0,"Neutral"
"8617","Bailey","A673636",0,"Neutral"
"8618","Bailey","A692897",0,"Neutral"
"8619","Bailey","A698648",0,"Neutral"
"8620","Bailey","A711205",0,"Neutral"
"8621","Bailey","A618663",0,"Neutral"
"8622","Bailey","A667288",0,"Neutral"
"8623","Bailey","A565044",0,"Neutral"
"8624","Bailey","A695397",0,"Neutral"
"8625","Bailey","A703615",0,"Neutral"
"8626","Bailey","A720098",0,"Neutral"
"8627","Baily","A690092",0,"Neutral"
"8628","Baiya","A692946",0,"Neutral"
"8629","Baker","A678539",0,"Neutral"
"8630","Baker","A716414",0,"Neutral"
"8631","Balboa","A683869",0,"Neutral"
"8632","Baldo","A712510",0,"Neutral"
"8633","Baldr","A708202",0,"Neutral"
"8634","Ballini","A700405",0,"Neutral"
"8635","Ballou","A711462",0,"Neutral"
"8636","Baltazar","A664229",0,"Neutral"
"8637","Balthasar","A697015",0,"Neutral"
"8638","Balto","A720295",0,"Neutral"
"8639","Bam Bam","A706997",0,"Neutral"
"8640","Bam Bam","A689411",0,"Neutral"
"8641","Bam Bam","A611929",0,"Neutral"
"8642","Bam Bam","A686389",0,"Neutral"
"8643","Bam Bam","A665401",0,"Neutral"
"8644","Bama","A675164",0,"Neutral"
"8645","Bama","A690813",0,"Neutral"
"8646","Bambam","A711844",0,"Neutral"
"8647","Bambi","A712836",0,"Neutral"
"8648","Bambi","A714046",0,"Neutral"
"8649","Bambi","A674267",0,"Neutral"
"8650","Bambi","A717871",0,"Neutral"
"8651","Bambi","A695747",0,"Neutral"
"8652","Bambi","A717093",0,"Neutral"
"8653","Bambi","A691820",0,"Neutral"
"8654","Bambi","A653755",0,"Neutral"
"8655","Bambi","A684805",0,"Neutral"
"8656","Bambi","A688309",0,"Neutral"
"8657","Bambi","A687047",0,"Neutral"
"8658","Bambi","A694985",0,"Neutral"
"8659","Bambi","A685311",0,"Neutral"
"8660","Bambi","A485651",0,"Neutral"
"8661","Bambi","A666870",0,"Neutral"
"8662","Bambi","A709491",0,"Neutral"
"8663","Bambi","A701110",0,"Neutral"
"8664","Bambino","A679189",0,"Neutral"
"8665","Banana","A716857",0,"Neutral"
"8666","Banana","A719576",0,"Neutral"
"8667","Banana Split","A706863",-1,"Negative"
"8668","Bandido","A674376",0,"Neutral"
"8669","Bandie","A710402",0,"Neutral"
"8670","Bandit","A713251",-1,"Negative"
"8671","Bandit","A664467",-1,"Negative"
"8672","Bandit","A710387",-1,"Negative"
"8673","Bandit","A702565",-1,"Negative"
"8674","Bandit","A704246",-1,"Negative"
"8675","Bandit","A687964",-1,"Negative"
"8676","Bandit","A683906",-1,"Negative"
"8677","Bandit","A677170",-1,"Negative"
"8678","Bandit","A690349",-1,"Negative"
"8679","Bandit","A670013",-1,"Negative"
"8680","Bandit","A696449",-1,"Negative"
"8681","Bandit","A706658",-1,"Negative"
"8682","Bandit","A680967",-1,"Negative"
"8683","Bandit","A709464",-1,"Negative"
"8684","Bandit","A134067",-1,"Negative"
"8685","Bandit","A697161",-1,"Negative"
"8686","Bandit","A718465",-1,"Negative"
"8687","Bandit","A712137",-1,"Negative"
"8688","Bandit","A694062",-1,"Negative"
"8689","Bandit","A698741",-1,"Negative"
"8690","Bandit","A714759",-1,"Negative"
"8691","Bandit","A667073",-1,"Negative"
"8692","Bandit","A711696",-1,"Negative"
"8693","Bandit","A663170",-1,"Negative"
"8694","Bandita","A709072",0,"Neutral"
"8695","Bandito","A709838",0,"Neutral"
"8696","Bandito","A649271",0,"Neutral"
"8697","Bando","A706027",0,"Neutral"
"8698","Bane","A690254",-1,"Negative"
"8699","Bane","A715125",-1,"Negative"
"8700","Bane","A709295",-1,"Negative"
"8701","Banjo","A669562",0,"Neutral"
"8702","Banjo","A703070",0,"Neutral"
"8703","Banjo","A702007",0,"Neutral"
"8704","Banjo","A692633",0,"Neutral"
"8705","Banjo","A711842",0,"Neutral"
"8706","Banjo","A699401",0,"Neutral"
"8707","Banshee","A681955",-1,"Negative"
"8708","Bao Zi","A699794",0,"Neutral"
"8709","Barack","A672808",0,"Neutral"
"8710","Baracus","A719440",0,"Neutral"
"8711","Barb","A719981",-1,"Negative"
"8712","Barbara","A683141",0,"Neutral"
"8713","Barbara","A674736",0,"Neutral"
"8714","Barbarella","A709407",0,"Neutral"
"8715","Barbarella","A718936",0,"Neutral"
"8716","Barbie","A702970",0,"Neutral"
"8717","Barbie","A675159",0,"Neutral"
"8718","Barbie","A689828",0,"Neutral"
"8719","Barbie","A701878",0,"Neutral"
"8720","Barbie","A719730",0,"Neutral"
"8721","Barca","A669267",0,"Neutral"
"8722","Baretta","A696682",0,"Neutral"
"8723","Barkley","A706403",0,"Neutral"
"8724","Barkley","A718930",0,"Neutral"
"8725","Barkley","A717243",0,"Neutral"
"8726","Barkley","A702140",0,"Neutral"
"8727","Barkly","A718106",0,"Neutral"
"8728","Barky","A679035",0,"Neutral"
"8729","Barley","A668636",0,"Neutral"
"8730","Barley","A714814",0,"Neutral"
"8731","Barley","A717561",0,"Neutral"
"8732","Barley","A649365",0,"Neutral"
"8733","Barley","A714081",0,"Neutral"
"8734","Barnabas","A679911",0,"Neutral"
"8735","Barnaby","A666325",0,"Neutral"
"8736","Barnaby","A694601",0,"Neutral"
"8737","Barnaby","A670246",0,"Neutral"
"8738","Barney","A717039",0,"Neutral"
"8739","Barney","A705674",0,"Neutral"
"8740","Barney","A680906",0,"Neutral"
"8741","Barney","A690452",0,"Neutral"
"8742","Barney","A665399",0,"Neutral"
"8743","Barney","A676984",0,"Neutral"
"8744","Barney","A675645",0,"Neutral"
"8745","Barney","A711483",0,"Neutral"
"8746","Barney","A530800",0,"Neutral"
"8747","Barney","A706410",0,"Neutral"
"8748","Baron","A711827",0,"Neutral"
"8749","Baron","A702580",0,"Neutral"
"8750","Barristan","A677407",0,"Neutral"
"8751","Barry","A638766",0,"Neutral"
"8752","Barry","A567704",0,"Neutral"
"8753","Bart","A699936",0,"Neutral"
"8754","Bart","A692081",0,"Neutral"
"8755","Bart","A720946",0,"Neutral"
"8756","Bartholomew","A675605",0,"Neutral"
"8757","Bartholomew","A693453",0,"Neutral"
"8758","Bartleby","A670680",0,"Neutral"
"8759","Bartledby","A597455",0,"Neutral"
"8760","Basher","A713654",0,"Neutral"
"8761","Bashful","A705935",-1,"Negative"
"8762","Bashful","A686136",-1,"Negative"
"8763","Bashful","A720495",-1,"Negative"
"8764","Bashful","A689909",-1,"Negative"
"8765","Bashful","A707687",-1,"Negative"
"8766","Basil","A693198",0,"Neutral"
"8767","Basil","A702671",0,"Neutral"
"8768","Basil","A688523",0,"Neutral"
"8769","Basil","A677466",0,"Neutral"
"8770","Basil","A684844",0,"Neutral"
"8771","Basil","A713392",0,"Neutral"
"8772","Basil","A691280",0,"Neutral"
"8773","Bast","A708669",0,"Neutral"
"8774","Bastet","A692267",0,"Neutral"
"8775","Bastet","A710139",0,"Neutral"
"8776","Bastian","A672117",0,"Neutral"
"8777","Bastian","A678311",0,"Neutral"
"8778","Batgirl","A672279",0,"Neutral"
"8779","Batman","A683809",0,"Neutral"
"8780","Batman","A702560",0,"Neutral"
"8781","Batman","A662814",0,"Neutral"
"8782","Batman","A693725",0,"Neutral"
"8783","Batman","A695382",0,"Neutral"
"8784","Batman","A698778",0,"Neutral"
"8785","Batman","A719518",0,"Neutral"
"8786","Batman","A681080",0,"Neutral"
"8787","Batman","A683137",0,"Neutral"
"8788","Batman","A706264",0,"Neutral"
"8789","Batty","A664439",-1,"Negative"
"8790","Bauer","A704357",0,"Neutral"
"8791","Baux","A685877",0,"Neutral"
"8792","Baxter","A712924",0,"Neutral"
"8793","Baxter","A711605",0,"Neutral"
"8794","Baxter","A670753",0,"Neutral"
"8795","Baxter","A678371",0,"Neutral"
"8796","Baxter","A673234",0,"Neutral"
"8797","Baxter","A704681",0,"Neutral"
"8798","Baxter","A702966",0,"Neutral"
"8799","Baxter","A697538",0,"Neutral"
"8800","Baxter","A702419",0,"Neutral"
"8801","Baxter","A715242",0,"Neutral"
"8802","Baxter","A658168",0,"Neutral"
"8803","Baxter","A668012",0,"Neutral"
"8804","Baxter","A694461",0,"Neutral"
"8805","Baxter","A672166",0,"Neutral"
"8806","Baxter","A685785",0,"Neutral"
"8807","Baxter","A709070",0,"Neutral"
"8808","Baxter","A570436",0,"Neutral"
"8809","Baxter","A674386",0,"Neutral"
"8810","Baxter","A665660",0,"Neutral"
"8811","Baylah","A630889",0,"Neutral"
"8812","Baylee","A305112",0,"Neutral"
"8813","Bazil","A714657",0,"Neutral"
"8814","Bb","A692239",0,"Neutral"
"8815","Bb","A614777",0,"Neutral"
"8816","Bb","A715426",0,"Neutral"
"8817","Bea","A705076",0,"Neutral"
"8818","Bea","A689605",0,"Neutral"
"8819","Beagle","A559547",0,"Neutral"
"8820","Beagle","A696258",0,"Neutral"
"8821","Beamer","A702370",0,"Neutral"
"8822","Beamer","A689372",0,"Neutral"
"8823","Bean","A714878",0,"Neutral"
"8824","Bean","A670329",0,"Neutral"
"8825","Bean","A678199",0,"Neutral"
"8826","Bean","A703840",0,"Neutral"
"8827","Beanie","A661068",0,"Neutral"
"8828","Beanie","A673624",0,"Neutral"
"8829","Beanie","A696956",0,"Neutral"
"8830","Beanie","A661774",0,"Neutral"
"8831","Beans","A670272",0,"Neutral"
"8832","Beans","A716829",0,"Neutral"
"8833","Beans","A707195",0,"Neutral"
"8834","Beans","A679523",0,"Neutral"
"8835","Beans","A672802",0,"Neutral"
"8836","Beans","A674484",0,"Neutral"
"8837","Beans","A690757",0,"Neutral"
"8838","Beany","A692384",0,"Neutral"
"8839","Bear","A680367",0,"Neutral"
"8840","Bear","A681095",0,"Neutral"
"8841","Bear","A717151",0,"Neutral"
"8842","Bear","A681964",0,"Neutral"
"8843","Bear","A719216",0,"Neutral"
"8844","Bear","A697953",0,"Neutral"
"8845","Bear","A668166",0,"Neutral"
"8846","Bear","A695730",0,"Neutral"
"8847","Bear","A705988",0,"Neutral"
"8848","Bear","A689748",0,"Neutral"
"8849","Bear","A670607",0,"Neutral"
"8850","Bear","A684753",0,"Neutral"
"8851","Bear","A682728",0,"Neutral"
"8852","Bear","A678247",0,"Neutral"
"8853","Bear","A697820",0,"Neutral"
"8854","Bear","A692110",0,"Neutral"
"8855","Bear","A692760",0,"Neutral"
"8856","Bear","A719655",0,"Neutral"
"8857","Bear","A678056",0,"Neutral"
"8858","Bear","A682587",0,"Neutral"
"8859","Bear","A665023",0,"Neutral"
"8860","Bear","A693974",0,"Neutral"
"8861","Bear","A668224",0,"Neutral"
"8862","Bear","A712552",0,"Neutral"
"8863","Bear","A645075",0,"Neutral"
"8864","Bear","A681707",0,"Neutral"
"8865","Bear","A719207",0,"Neutral"
"8866","Bear","A639465",0,"Neutral"
"8867","Bear","A678739",0,"Neutral"
"8868","Bear","A717058",0,"Neutral"
"8869","Bear","A659341",0,"Neutral"
"8870","Bear","A666709",0,"Neutral"
"8871","Bear","A666811",0,"Neutral"
"8872","Bear","A677150",0,"Neutral"
"8873","Bear","A665494",0,"Neutral"
"8874","Bear","A667861",0,"Neutral"
"8875","Bear","A674114",0,"Neutral"
"8876","Bear","A623219",0,"Neutral"
"8877","Bear","A694129",0,"Neutral"
"8878","Bear","A483647",0,"Neutral"
"8879","Bear","A666911",0,"Neutral"
"8880","Bear","A710189",0,"Neutral"
"8881","Bear Bear","A678693",0,"Neutral"
"8882","Beasley","A708188",0,"Neutral"
"8883","Beasly","A697089",0,"Neutral"
"8884","Beast","A717958",-1,"Negative"
"8885","Beast","A613553",-1,"Negative"
"8886","Beast","A693542",-1,"Negative"
"8887","Beast","A683539",-1,"Negative"
"8888","Beatrice","A701307",0,"Neutral"
"8889","Beatrice","A704238",0,"Neutral"
"8890","Beatrice","A673084",0,"Neutral"
"8891","Beatrice","A676290",0,"Neutral"
"8892","Beau","A716222",0,"Neutral"
"8893","Beau","A665459",0,"Neutral"
"8894","Beau","A687224",0,"Neutral"
"8895","Beau","A668325",0,"Neutral"
"8896","Beau","A712061",0,"Neutral"
"8897","Beau","A677163",0,"Neutral"
"8898","Beau","A679572",0,"Neutral"
"8899","Beau","A700532",0,"Neutral"
"8900","Beau","A695141",0,"Neutral"
"8901","Beau","A717054",0,"Neutral"
"8902","Beau","A691248",0,"Neutral"
"8903","Beau","A693060",0,"Neutral"
"8904","Beau","A693595",0,"Neutral"
"8905","Beau","A686974",0,"Neutral"
"8906","Beau","A666664",0,"Neutral"
"8907","Beau","A712549",0,"Neutral"
"8908","Beau","A668535",0,"Neutral"
"8909","Beau","A690171",0,"Neutral"
"8910","Beau","A638625",0,"Neutral"
"8911","Beau","A695455",0,"Neutral"
"8912","Beau","A715193",0,"Neutral"
"8913","Beau","A666267",0,"Neutral"
"8914","Beau","A713717",0,"Neutral"
"8915","Beau","A710159",0,"Neutral"
"8916","Beau","A660861",0,"Neutral"
"8917","Beauby","A484400",0,"Neutral"
"8918","Beauford","A716137",0,"Neutral"
"8919","Beauregard","A705669",0,"Neutral"
"8920","Beauregard","A703513",0,"Neutral"
"8921","Beauty","A678928",1,"Positive"
"8922","Beauty","A702650",1,"Positive"
"8923","Beauty","A671956",1,"Positive"
"8924","Beaux","A662100",0,"Neutral"
"8925","Beaux","A711937",0,"Neutral"
"8926","Bebe","A699856",0,"Neutral"
"8927","Bebe","A678393",0,"Neutral"
"8928","Bebe","A668165",0,"Neutral"
"8929","Bebe","A679758",0,"Neutral"
"8930","Bebe","A575214",0,"Neutral"
"8931","Bebe","A692088",0,"Neutral"
"8932","Bebee","A670421",0,"Neutral"
"8933","Bebop","A667455",0,"Neutral"
"8934","Becca","A689081",0,"Neutral"
"8935","Beckham","A648872",0,"Neutral"
"8936","Beckman","A705579",0,"Neutral"
"8937","Becky","A706513",0,"Neutral"
"8938","Becky","A669783",0,"Neutral"
"8939","Beda","A701460",0,"Neutral"
"8940","Bedo","A676443",0,"Neutral"
"8941","Bee-Boh","A708091",0,"Neutral"
"8942","Bee Bee","A705846",0,"Neutral"
"8943","Beebee","A691734",0,"Neutral"
"8944","Beebees","A715332",0,"Neutral"
"8945","Beemo","A652259",0,"Neutral"
"8946","Beethoven","A716684",0,"Neutral"
"8947","Beethoven","A675818",0,"Neutral"
"8948","Beethoven","A670646",0,"Neutral"
"8949","Beetle","A676156",0,"Neutral"
"8950","Behemoth","A663581",-1,"Negative"
"8951","Bejon","A663889",0,"Neutral"
"8952","Beka","A682513",0,"Neutral"
"8953","Belinda","A710022",0,"Neutral"
"8954","Belinda","A695495",0,"Neutral"
"8955","Bell","A701057",0,"Neutral"
"8956","Bell","A665093",0,"Neutral"
"8957","Bell","A716043",0,"Neutral"
"8958","Bell","A699019",0,"Neutral"
"8959","Bell","A683574",0,"Neutral"
"8960","Bell","A679087",0,"Neutral"
"8961","Bell","A669090",0,"Neutral"
"8962","Bella","A656751",0,"Neutral"
"8963","Bella","A687785",0,"Neutral"
"8964","Bella","A664824",0,"Neutral"
"8965","Bella","A428783",0,"Neutral"
"8966","Bella","A549214",0,"Neutral"
"8967","Bella","A687160",0,"Neutral"
"8968","Bella","A702097",0,"Neutral"
"8969","Bella","A690818",0,"Neutral"
"8970","Bella","A684958",0,"Neutral"
"8971","Bella","A708604",0,"Neutral"
"8972","Bella","A717365",0,"Neutral"
"8973","Bella","A719771",0,"Neutral"
"8974","Bella","A668816",0,"Neutral"
"8975","Bella","A657732",0,"Neutral"
"8976","Bella","A684487",0,"Neutral"
"8977","Bella","A598288",0,"Neutral"
"8978","Bella","A711689",0,"Neutral"
"8979","Bella","A719933",0,"Neutral"
"8980","Bella","A715497",0,"Neutral"
"8981","Bella","A706857",0,"Neutral"
"8982","Bella","A703480",0,"Neutral"
"8983","Bella","A683051",0,"Neutral"
"8984","Bella","A665404",0,"Neutral"
"8985","Bella","A662830",0,"Neutral"
"8986","Bella","A701537",0,"Neutral"
"8987","Bella","A669309",0,"Neutral"
"8988","Bella","A674752",0,"Neutral"
"8989","Bella","A718939",0,"Neutral"
"8990","Bella","A667356",0,"Neutral"
"8991","Bella","A665549",0,"Neutral"
"8992","Bella","A721089",0,"Neutral"
"8993","Bella","A580685",0,"Neutral"
"8994","Bella","A668912",0,"Neutral"
"8995","Bella","A685835",0,"Neutral"
"8996","Bella","A712915",0,"Neutral"
